,INCIDENT_KEY,VICTIM_ID,VICTIM_AGE_GROUP,VICTIM_SEX,VICTIM_RACE,STAT_MURDER_FLG
12740,86469570,86469570-23630,25-44,Male,Black Hispanic,N
12741,86469570,86469570-23631,25-44,Male,Black,N
12742,86641729,86641729-23706,25-44,Male,Black,N
12743,86761909,86761909-23733,25-44,Male,Black,N
12744,86762178,86762178-23734,18-24,Male,Black,N
12745,86791011,86791011-23746,25-44,Male,Black,N
12746,86980286,86980286-23800,<18,Male,Black,N
12747,86991498,86991498-23810,45-64,Male,Black,N
12748,87023965,87023965-23820,25-44,Male,Black,N
12749,87066753,87066753-23828,25-44,Male,Black,N
12750,87349059,87349059-23894,25-44,Male,Black,N
12751,87408750,87408750-23906,18-24,Male,Black,N
12752,87455079,87455079-23929,25-44,Male,Black,N
12753,87455079,87455079-23930,25-44,Male,Black,N
12754,87455079,87455079-23931,25-44,Male,Black,N
12755,87531794,87531794-23957,18-24,Male,Black,N
12756,87559178,87559178-23963,25-44,Male,Black,N
12757,87559178,87559178-23991,25-44,Male,Black,N
12758,87572003,87572003-23965,<18,Male,Black,N
12759,87727622,87727622-24008,25-44,Male,Black,N
12760,87751783,87751783-24014,25-44,Male,Black Hispanic,N
12761,88067732,88067732-24103,18-24,Male,Black,N
12762,88098652,88098652-24116,25-44,Female,White Hispanic,N
12763,88114393,88114393-24118,45-64,Male,Black,N
12764,88159265,88159265-24132,25-44,Male,Black,N
12765,88306915,88306915-24174,<18,Male,Black,N
12766,88330218,88330218-24179,25-44,Male,Black,N
12767,88330218,88330218-24180,25-44,Female,Black,N
12768,88354616,88354616-24193,25-44,Male,Black,N
12769,88383479,88383479-24206,25-44,Male,Black,N
12770,88452301,88452301-24226,18-24,Male,Black,N
12771,88483358,88483358-24235,18-24,Male,Black Hispanic,N
12772,88638007,88638007-24284,18-24,Male,Black,N
12773,88842466,88842466-24304,25-44,Male,Black,N
12774,88842466,88842466-24305,25-44,Male,Black,N
12775,88882381,88882381-24315,25-44,Male,Black,N
12776,89008303,89008303-24336,18-24,Male,Black,Y
12777,89047359,89047359-24346,18-24,Male,White Hispanic,N
12778,89174990,89174990-24366,25-44,Male,Black,N
12779,89354194,89354194-24395,<18,Male,Black,N
12780,89354194,89354194-24396,25-44,Female,White Hispanic,N
12781,89519103,89519103-24415,18-24,Male,Black,N
12782,89519103,89519103-24417,25-44,Male,Black,N
12783,89533241,89533241-24420,25-44,Male,Black,N
12784,89542724,89542724-24423,18-24,Male,Black,N
12785,89543433,89543433-24425,<18,Male,Black,N
12786,89672811,89672811-24443,18-24,Male,Black,N
12787,89923318,89923318-24501,18-24,Male,Black,N
12788,90014232,90014232-24516,25-44,Male,Black,N
12789,90339580,90339580-24592,25-44,Male,Black,Y
12790,90572264,90572264-24629,25-44,Male,White Hispanic,N
12791,90702175,90702175-24659,45-64,Male,Black,N
12792,90702194,90702194-24662,18-24,Male,Black,N
12793,90702194,90702194-24663,18-24,Male,White Hispanic,N
12794,90702194,90702194-24664,18-24,Male,White Hispanic,N
12795,90843765,90843765-24695,25-44,Male,Black,N
12796,91048612,91048612-24751,18-24,Male,Black,N
12797,91057890,91057890-24759,25-44,Male,Black,Y
12798,91165981,91165981-24780,18-24,Male,Black,Y
12799,91196914,91196914-24803,25-44,Female,Black,N
12800,91274971,91274971-24823,25-44,Male,Black,N
12801,91344013,91344013-24852,45-64,Male,Asian / Pacific Islander,N
12802,91404964,91404964-24868,25-44,Male,Black,N
12803,91404967,91404967-24872,25-44,Male,Black,N
12804,91404971,91404971-24876,<18,Male,Black,N
12805,91404971,91404971-24877,<18,Male,Black,N
12806,91476195,91476195-24902,18-24,Male,Black,N
12807,91476195,91476195-24903,18-24,Male,Black,N
12808,91729178,91729178-24987,25-44,Male,Black,N
12809,91842767,91842767-25029,25-44,Male,Black,N
12810,91852605,91852605-25032,25-44,Male,White Hispanic,N
12811,91871850,91871850-25039,25-44,Male,Black,N
12812,91988518,91988518-25067,18-24,Male,Black,N
12813,92008350,92008350-25070,18-24,Male,Black,N
12814,92079597,92079597-25094,25-44,Male,Black,N
12815,92164694,92164694-25133,25-44,Male,Black,N
12816,92164938,92164938-25137,25-44,Male,Black,N
12817,92228867,92228867-25163,18-24,Male,Black,N
12818,92228869,92228869-25165,25-44,Male,Black Hispanic,N
12819,92293258,92293258-25191,25-44,Male,Black,N
12820,92311680,92311680-25204,18-24,Male,Black,N
12821,92386264,92386264-25230,25-44,Male,Black,N
12822,92386266,92386266-25232,18-24,Male,Black,N
12823,92403278,92403278-25248,18-24,Male,Black,Y
12824,92410078,92410078-25256,18-24,Male,Black,N
12825,92599570,92599570-25322,45-64,Male,Black,N
12826,92747223,92747223-25354,18-24,Male,White Hispanic,N
12827,92747223,92747223-25355,<18,Male,White Hispanic,N
12828,92862561,92862561-25391,18-24,Female,Black,Y
12829,92952484,92952484-25419,25-44,Male,Black,Y
12830,93053469,93053469-25437,25-44,Male,Black,N
12831,93053469,93053469-28447,Unknown,Unknown,Unknown,N
12832,93081406,93081406-25449,18-24,Male,Black Hispanic,N
12833,93081406,93081406-25450,<18,Male,Black Hispanic,N
12834,93081406,93081406-25451,18-24,Male,Black,N
12835,93102602,93102602-25454,18-24,Male,Black,N
12836,93102602,93102602-25455,25-44,Male,Black,Y
12837,93164817,93164817-25463,25-44,Male,Black,N
12838,93164819,93164819-25465,25-44,Male,Black,N
12839,93164822,93164822-25469,25-44,Male,Black Hispanic,N
12840,93179713,93179713-25476,18-24,Male,Black,Y
12841,93179713,93179713-25477,25-44,Male,Black,Y
12842,93179754,93179754-25482,18-24,Male,Black,N
12843,93212654,93212654-25483,<18,Male,Black,N
12844,93273402,93273402-25495,25-44,Male,Black,N
12845,93273402,93273402-25496,18-24,Male,Black,N
12846,93350810,93350810-25517,18-24,Male,White Hispanic,N
12847,93354393,93354393-25519,25-44,Male,Black,N
12848,93569292,93569292-25572,18-24,Male,Black Hispanic,N
12849,93607539,93607539-25578,18-24,Male,Black Hispanic,N
12850,93607539,93607539-25579,18-24,Male,Black,N
12851,93607543,93607543-25583,25-44,Male,Black,N
12852,93627253,93627253-25587,18-24,Male,White Hispanic,Y
12853,93627332,93627332-25590,18-24,Male,Black Hispanic,N
12854,93636170,93636170-25592,25-44,Male,Black,N
12855,93636170,93636170-25681,25-44,Male,Black,N
12856,93673024,93673024-25599,18-24,Male,Black,N
12857,93711017,93711017-25606,25-44,Female,Black,Y
12858,93726283,93726283-25611,18-24,Male,Black Hispanic,N
12859,93741886,93741886-25620,25-44,Male,White,N
12860,93775843,93775843-25629,25-44,Male,Black,N
12861,94261526,94261526-25774,25-44,Male,Black,N
12862,94290324,94290324-25779,25-44,Male,Black,N
12863,94304034,94304034-25781,25-44,Male,Black Hispanic,N
12864,94337762,94337762-25795,45-64,Male,Black,N
12865,94358085,94358085-25798,25-44,Male,Black,Y
12866,94442375,94442375-25814,25-44,Male,Black,N
12867,94549157,94549157-25837,18-24,Male,Black,N
12868,94579608,94579608-25846,25-44,Male,Black,N
12869,94637512,94637512-25857,25-44,Male,Black,Y
12870,94794255,94794255-25886,18-24,Male,Black,N
12871,94889360,94889360-25897,45-64,Male,White Hispanic,N
12872,95136725,95136725-25931,<18,Male,Black,N
12873,95252590,95252590-25941,18-24,Male,Black,N
12874,95301720,95301720-25953,25-44,Male,Asian / Pacific Islander,N
12875,95318518,95318518-25962,25-44,Male,Black,N
12876,95318518,95318518-25963,25-44,Male,Black Hispanic,N
12877,95318518,95318518-25964,25-44,Male,Black,N
12878,109445262,109445262-26053,25-44,Male,White Hispanic,N
12879,109445263,109445263-26054,18-24,Male,Black,N
12880,109445263,109445263-26055,18-24,Male,Black,N
12881,109445263,109445263-26056,18-24,Male,Black,N
12882,109506088,109506088-26066,<18,Male,White Hispanic,N
12883,109548916,109548916-26078,18-24,Male,Black,N
12884,109548916,109548916-26079,18-24,Male,Black,N
12885,109659979,109659979-26109,18-24,Male,Black,N
12886,136439165,136439165-26129,18-24,Male,Black,N
12887,136696662,136696662-26192,18-24,Male,Black,N
12888,136781692,136781692-26206,18-24,Male,Black Hispanic,N
12889,136792988,136792988-26209,25-44,Male,White Hispanic,N
12890,136939485,136939485-26272,25-44,Male,White Hispanic,N
12891,137018488,137018488-26285,18-24,Male,Black,N
12892,137018809,137018809-26296,18-24,Male,Black,N
12893,137086303,137086303-26324,45-64,Male,Black Hispanic,N
12894,137179636,137179636-26357,18-24,Male,White Hispanic,N
12895,137247990,137247990-26370,18-24,Male,Black,N
12896,137256631,137256631-26376,18-24,Female,Black,N
12897,137320852,137320852-26401,18-24,Male,White Hispanic,Y
12898,137321168,137321168-26403,25-44,Male,Black,N
12899,137375509,137375509-26434,<18,Male,Black,N
12900,137558690,137558690-26496,25-44,Male,Black,N
12901,137558690,137558690-26497,<18,Male,Black,N
12902,137564752,137564752-26498,18-24,Male,Black,N
12903,137584250,137584250-26509,18-24,Male,Black,N
12904,137593716,137593716-26528,18-24,Male,Black,N
12905,137721943,137721943-26570,18-24,Male,Black Hispanic,N
12906,137837461,137837461-26606,25-44,Male,Black,N
12907,137999383,137999383-26656,18-24,Male,Black,N
12908,138036732,138036732-26685,<18,Male,Black,N
12909,138145502,138145502-26705,25-44,Male,Black,N
12910,138145505,138145505-26708,18-24,Male,Black,N
12911,138228994,138228994-26735,25-44,Male,Black,N
12912,138228994,138228994-26736,25-44,Male,Black,N
12913,138255974,138255974-26745,45-64,Male,Black,N
12914,138255974,138255974-26746,25-44,Male,Black,N
12915,138255974,138255974-26747,18-24,Female,Black,N
12916,138322730,138322730-26775,25-44,Male,Black,N
12917,138339135,138339135-26780,18-24,Male,Black,N
12918,138482238,138482238-26837,18-24,Male,Black,Y
12919,138489740,138489740-26843,25-44,Male,Black Hispanic,Y
12920,138609255,138609255-26888,18-24,Male,Black,N
12921,138609255,138609255-26889,45-64,Male,Black,N
12922,138646155,138646155-26898,25-44,Male,Black,N
12923,138670462,138670462-26902,18-24,Male,Black,N
12924,139195505,139195505-27061,18-24,Male,Black,N
12925,139213724,139213724-27064,<18,Male,Black,N
12926,139381477,139381477-27114,25-44,Male,Black,N
12927,139410769,139410769-27119,18-24,Male,Unknown,N
12928,139410769,139410769-27120,45-64,Male,Black,N
12929,139439506,139439506-27125,25-44,Male,Black,N
12930,139466571,139466571-27137,25-44,Male,Black Hispanic,N
12931,139466573,139466573-27139,25-44,Male,Black,N
12932,139798279,139798279-27223,25-44,Male,Black Hispanic,N
12933,139798279,139798279-27224,25-44,Male,Black Hispanic,N
12934,139837828,139837828-27230,18-24,Male,Black,N
12935,139837828,139837828-27231,18-24,Male,Black,N
12936,139882547,139882547-27246,25-44,Male,Black,N
12937,140080793,140080793-27268,18-24,Male,Black,N
12938,140080798,140080798-27275,18-24,Male,Black,N
12939,140088779,140088779-27281,25-44,Male,Black Hispanic,N
12940,140088779,140088779-27282,<18,Male,Black,N
12941,140236476,140236476-27332,25-44,Female,Black,N
12942,140302380,140302380-27360,45-64,Male,White,N
12943,140302380,140302380-27361,18-24,Male,White,N
12944,140381294,140381294-27408,<18,Male,Black Hispanic,N
12945,140424174,140424174-27423,18-24,Male,Black,Y
12946,140591806,140591806-27470,45-64,Male,Black,N
12947,140707619,140707619-27515,18-24,Male,White Hispanic,N
12948,67718603,67718603-17267,<18,Male,Black,N
12949,67718603,67718603-17268,<18,Male,Black,N
12950,67795518,67795518-17274,25-44,Male,Black,N
12951,67825121,67825121-17285,25-44,Male,Black,N
12952,67895117,67895117-17306,<18,Female,White Hispanic,N
12953,67895117,67895117-17307,18-24,Male,Black,N
12954,67926709,67926709-17316,25-44,Male,Black,N
12955,67993064,67993064-17322,65+,Female,Black,N
12956,68080318,68080318-17341,18-24,Male,Black Hispanic,N
12957,68109557,68109557-17347,<18,Male,Black,N
12958,68250790,68250790-17368,18-24,Male,Black,N
12959,68250810,68250810-17369,25-44,Male,White Hispanic,Y
12960,68444177,68444177-17404,18-24,Male,Black,N
12961,69045874,69045874-17471,25-44,Male,White,N
12962,69165725,69165725-17491,18-24,Male,Black,N
12963,69453403,69453403-17545,25-44,Male,Black,Y
12964,69729913,69729913-17574,45-64,Male,White,Y
12965,69764232,69764232-17580,18-24,Male,Black,N
12966,69942807,69942807-17616,25-44,Male,Black,N
12967,69966130,69966130-17618,45-64,Male,Black,N
12968,70874155,70874155-17632,25-44,Male,Black Hispanic,N
12969,71115311,71115311-17694,45-64,Female,White Hispanic,N
12970,71152635,71152635-17704,25-44,Male,Black,N
12971,71218682,71218682-17717,18-24,Male,Black,N
12972,71258746,71258746-17721,18-24,Male,Black,N
12973,71325495,71325495-17742,<18,Male,Black,N
12974,71432863,71432863-17768,25-44,Male,Black,Y
12975,71432863,71432863-17769,25-44,Male,White Hispanic,N
12976,71432863,71432863-17771,18-24,Male,White Hispanic,N
12977,71432863,71432863-17772,18-24,Male,Black,N
12978,71454850,71454850-17786,<18,Male,White Hispanic,N
12979,71516387,71516387-17809,18-24,Male,Black,N
12980,71516387,71516387-17810,18-24,Male,Black,N
12981,71516387,71516387-17811,<18,Male,Black,N
12982,71617309,71617309-17834,<18,Male,Black,Y
12983,71644358,71644358-17844,45-64,Male,Black,N
12984,71644361,71644361-17848,18-24,Male,Black,N
12985,71644361,71644361-17849,18-24,Male,Black,N
12986,71701593,71701593-17862,25-44,Male,Asian / Pacific Islander,Y
12987,71825654,71825654-17916,25-44,Male,Black,N
12988,71836064,71836064-17931,<18,Female,Black,N
12989,71836064,71836064-17932,25-44,Female,Black,N
12990,71964846,71964846-17987,25-44,Male,Black,N
12991,71997656,71997656-17994,25-44,Male,Black Hispanic,N
12992,72028955,72028955-18003,18-24,Male,Black,Y
12993,72042976,72042976-18008,18-24,Male,Black,N
12994,72058235,72058235-18019,25-44,Male,Black,N
12995,72058235,72058235-18021,18-24,Male,Black,N
12996,72058236,72058236-18022,18-24,Male,Black,Y
12997,72069765,72069765-18028,18-24,Male,Black Hispanic,N
12998,72142933,72142933-18062,18-24,Male,Black,N
12999,72155701,72155701-18075,<18,Male,Black,N
13000,72273156,72273156-18233,25-44,Male,Black,Y
13001,72284261,72284261-18238,25-44,Male,Black,N
13002,72330334,72330334-18245,<18,Male,Black,N
13003,72371102,72371102-18252,<18,Female,Black,N
13004,72445766,72445766-18274,25-44,Male,Black,Y
13005,72744252,72744252-18361,25-44,Male,Black Hispanic,Y
13006,72809617,72809617-18389,18-24,Male,Black Hispanic,Y
13007,72809617,72809617-18390,<18,Male,Black Hispanic,N
13008,72839717,72839717-18401,18-24,Male,Black,N
13009,72939619,72939619-18437,25-44,Female,Black Hispanic,Y
13010,72939622,72939622-18441,25-44,Male,White Hispanic,N
13011,73003810,73003810-18481,<18,Male,Black,N
13012,73064786,73064786-18511,45-64,Male,White Hispanic,Y
13013,73075715,73075715-18519,25-44,Male,Black,Y
13014,73075715,73075715-18520,18-24,Male,Black,N
13015,73075715,73075715-18521,25-44,Male,White Hispanic,N
13016,73194135,73194135-18550,25-44,Male,Black,N
13017,73220802,73220802-18559,25-44,Male,Black,N
13018,73274426,73274426-18573,18-24,Male,Black,Y
13019,73298256,73298256-18582,18-24,Male,Black Hispanic,N
13020,73298727,73298727-18585,25-44,Male,Black,Y
13021,73325408,73325408-18616,<18,Male,Black,N
13022,73325412,73325412-18620,<18,Male,Black,Y
13023,73398058,73398058-18635,25-44,Male,Black,Y
13024,73398058,73398058-18662,18-24,Male,White Hispanic,N
13025,73405393,73405393-18642,<18,Male,Black,N
13026,73405769,73405769-18645,18-24,Male,Black,N
13027,73405769,73405769-18646,25-44,Male,Black,N
13028,73427555,73427555-18669,18-24,Male,Black,Y
13029,73434155,73434155-18679,25-44,Male,Black,N
13030,73517095,73517095-18709,45-64,Male,White,Y
13031,73540600,73540600-18754,25-44,Male,Black,N
13032,73581301,73581301-18770,25-44,Male,Black,Y
13033,73583032,73583032-18772,<18,Male,Black Hispanic,N
13034,73617988,73617988-18781,18-24,Male,White Hispanic,Y
13035,73617988,73617988-18782,25-44,Male,Black Hispanic,N
13036,73618606,73618606-18785,25-44,Male,Black Hispanic,Y
13037,73618606,73618606-18786,<18,Female,Black Hispanic,N
13038,73726556,73726556-18844,25-44,Male,Black,Y
13039,73726556,73726556-18845,25-44,Male,Black,N
13040,73822816,73822816-18899,25-44,Male,White,Y
13041,73830305,73830305-18902,18-24,Male,Black,N
13042,73897544,73897544-18933,45-64,Male,Black,Y
13043,73921217,73921217-18948,25-44,Male,Black,N
13044,73940074,73940074-18975,25-44,Male,Black,N
13045,74001056,74001056-18987,45-64,Male,Black,N
13046,74044369,74044369-19023,18-24,Male,Black,N
13047,74146166,74146166-19068,<18,Male,Black,N
13048,74148454,74148454-19071,18-24,Male,Black,N
13049,74279272,74279272-19127,18-24,Male,Black,N
13050,74328806,74328806-19145,18-24,Male,Black,N
13051,74445743,74445743-19208,18-24,Male,Black,N
13052,74550980,74550980-19262,25-44,Female,Black,N
13053,74550980,74550980-19263,25-44,Male,Black,N
13054,74560110,74560110-19265,25-44,Male,Black Hispanic,Y
13055,74595362,74595362-19288,25-44,Male,Black,N
13056,74664983,74664983-19299,18-24,Male,Black,N
13057,74666624,74666624-19302,18-24,Male,Black,N
13058,74666850,74666850-19307,25-44,Male,Black Hispanic,N
13059,74682317,74682317-19316,25-44,Male,Black,N
13060,74682317,74682317-19317,25-44,Female,Black,N
13061,74710028,74710028-19323,18-24,Male,Black,Y
13062,74759369,74759369-19345,18-24,Male,White Hispanic,Y
13063,74769405,74769405-19354,25-44,Male,Black,N
13064,215871905,215871905-1,25-44,Male,Black,N
13065,74865444,74865444-19397,25-44,Male,White,N
13066,74895035,74895035-19412,<18,Male,Black,Y
13067,74904553,74904553-19419,25-44,Male,Black,N
13068,74962970,74962970-19434,25-44,Male,Black,N
13069,75072502,75072502-19465,25-44,Male,Black,N
13070,75234024,75234024-19520,18-24,Female,Black,N
13071,75291981,75291981-19537,18-24,Male,Black,N
13072,75330408,75330408-19542,18-24,Male,Black,N
13073,75345276,75345276-19572,25-44,Male,White Hispanic,N
13074,75439786,75439786-19602,<18,Male,Black,N
13075,75439787,75439787-19603,18-24,Male,Black,N
13076,75439787,75439787-19604,<18,Male,Black,N
13077,75477411,75477411-19612,<18,Male,Black,N
13078,75514615,75514615-19616,25-44,Male,Black,N
13079,75538352,75538352-19629,25-44,Male,White Hispanic,Y
13080,75538563,75538563-19632,25-44,Male,Black,N
13081,75538563,75538563-19633,18-24,Male,Black,N
13082,75544373,75544373-19640,45-64,Male,Black,N
13083,75584977,75584977-19649,25-44,Male,Black,N
13084,75647143,75647143-19663,25-44,Male,Black,Y
13085,75647143,75647143-19664,18-24,Male,Black,N
13086,75673234,75673234-19678,18-24,Male,Black,N
13087,75685045,75685045-19680,25-44,Male,Black,N
13088,75685045,75685045-19681,18-24,Male,Black,N
13089,75685045,75685045-19682,<18,Male,Black,N
13090,75779627,75779627-19727,25-44,Male,White Hispanic,Y
13091,76564805,76564805-19825,18-24,Male,Black,Y
13092,76663355,76663355-19881,18-24,Male,Black,N
13093,76663355,76663355-19882,18-24,Male,Black,N
13094,76711341,76711341-19898,18-24,Male,Black,N
13095,76711341,76711341-19899,18-24,Male,Black,N
13096,76742908,76742908-19907,25-44,Male,Black,N
13097,76786753,76786753-19922,25-44,Male,Black,Y
13098,76864987,76864987-19957,<18,Male,Black,N
13099,76874352,76874352-19962,25-44,Male,Black,N
13100,76951564,76951564-19979,25-44,Male,White Hispanic,N
13101,77019165,77019165-19990,25-44,Male,Black,N
13102,77034456,77034456-19993,25-44,Male,Black,Y
13103,77144709,77144709-20024,45-64,Male,White,N
13104,77206991,77206991-20043,18-24,Male,Black,N
13105,77246152,77246152-20053,<18,Male,Black,N
13106,77346305,77346305-20085,18-24,Male,Black,N
13107,77386049,77386049-20097,18-24,Male,Black,N
13108,77433797,77433797-20101,25-44,Male,Black Hispanic,N
13109,77469216,77469216-20109,25-44,Male,Black,N
13110,77469218,77469218-20111,25-44,Male,Black Hispanic,Y
13111,77566263,77566263-20133,45-64,Male,White,N
13112,77576522,77576522-20139,18-24,Male,Black,N
13113,77584481,77584481-20142,25-44,Male,Black,Y
13114,77870337,77870337-20220,18-24,Male,Black Hispanic,Y
13115,77948170,77948170-20234,18-24,Male,Black,N
13116,78130348,78130348-20275,18-24,Male,White Hispanic,Y
13117,78130348,78130348-20276,<18,Male,White Hispanic,Y
13118,78130348,78130348-20277,25-44,Male,White Hispanic,N
13119,78139664,78139664-20283,25-44,Male,White Hispanic,N
13120,78139664,78139664-20284,25-44,Male,White Hispanic,Y
13121,78148020,78148020-20285,<18,Male,Black,N
13122,78313026,78313026-20343,25-44,Male,Black,N
13123,78423207,78423207-20372,25-44,Male,Black Hispanic,N
13124,78452335,78452335-20382,25-44,Male,Black,N
13125,78490224,78490224-20391,<18,Female,Black,N
13126,78496836,78496836-20400,18-24,Male,Black,N
13127,78577020,78577020-20437,18-24,Male,Black,N
13128,78638633,78638633-20455,25-44,Male,American Indian/Alaskan Native,N
13129,78828574,78828574-20511,18-24,Male,Black,N
13130,78859474,78859474-20521,18-24,Male,Black,N
13131,78859476,78859476-20523,<18,Male,Black,N
13132,78877237,78877237-20527,18-24,Male,White Hispanic,N
13133,78877237,78877237-20528,18-24,Male,Black,N
13134,78997909,78997909-20563,18-24,Female,Black,N
13135,78997909,78997909-20564,18-24,Male,Black,N
13136,79023941,79023941-20596,18-24,Male,Black,N
13137,79034821,79034821-20610,25-44,Female,Black,N
13138,79034822,79034822-20611,45-64,Male,Black,N
13139,79093080,79093080-20617,<18,Male,Black,Y
13140,79114904,79114904-20622,25-44,Male,Black,N
13141,79114905,79114905-20624,<18,Male,Black,N
13142,79369560,79369560-20714,18-24,Male,Black Hispanic,N
13143,79477433,79477433-20775,<18,Male,Black,N
13144,79529883,79529883-20808,18-24,Male,White Hispanic,N
13145,79636125,79636125-20868,25-44,Male,White Hispanic,Y
13146,79636125,79636125-20869,25-44,Male,Black Hispanic,N
13147,79636127,79636127-20871,<18,Male,Black,N
13148,79719092,79719092-20910,65+,Male,Black,Y
13149,79780291,79780291-20946,18-24,Male,Black Hispanic,N
13150,79853892,79853892-20996,18-24,Male,White Hispanic,N
13151,79853894,79853894-20998,18-24,Male,White Hispanic,N
13152,79853894,79853894-20999,25-44,Male,Black,N
13153,79853895,79853895-21001,18-24,Male,Black,N
13154,80017614,80017614-21061,<18,Male,Black,N
13155,80037072,80037072-21068,25-44,Male,Black,N
13156,80047973,80047973-21074,18-24,Male,Black,N
13157,80064773,80064773-21083,25-44,Male,Black,Y
13158,80064773,80064773-21084,18-24,Male,Black,N
13159,80100822,80100822-21101,<18,Male,Black,N
13160,80153048,80153048-21126,25-44,Male,Black,N
13161,80200979,80200979-21162,25-44,Male,Black,N
13162,80200979,80200979-21163,18-24,Male,Black,N
13163,80205135,80205135-21165,45-64,Female,Black,N
13164,80523391,80523391-21336,18-24,Male,Black,N
13165,80549459,80549459-21353,18-24,Male,Black,N
13166,80559016,80559016-21357,25-44,Male,Black,N
13167,80572285,80572285-21362,<18,Male,Black,N
13168,80580780,80580780-21373,18-24,Female,Black,N
13169,80580782,80580782-21375,18-24,Male,Black Hispanic,N
13170,80581456,80581456-21379,25-44,Male,Black,N
13171,80584527,80584527-21390,<18,Male,Black,N
13172,80600110,80600110-21422,25-44,Male,Black,N
13173,80607404,80607404-21433,25-44,Male,Black,N
13174,80620545,80620545-21434,25-44,Male,Black,N
13175,80650778,80650778-21454,18-24,Male,Black,N
13176,80667641,80667641-21463,<18,Male,White Hispanic,N
13177,80682809,80682809-21475,25-44,Female,Black,N
13178,80682812,80682812-21478,18-24,Male,Black Hispanic,N
13179,80799302,80799302-21522,18-24,Male,Black,Y
13180,80858969,80858969-21540,25-44,Male,White,N
13181,80870455,80870455-21543,<18,Male,Black,N
13182,80870455,80870455-21544,18-24,Male,Black,N
13183,80880411,80880411-21558,18-24,Male,Black Hispanic,N
13184,80880411,80880411-21559,<18,Male,Black Hispanic,N
13185,80882603,80882603-21567,25-44,Male,White Hispanic,N
13186,80990271,80990271-21606,25-44,Male,Black,Y
13187,80990271,80990271-21607,25-44,Female,Black,N
13188,81042175,81042175-21636,18-24,Male,Black,N
13189,81138894,81138894-21666,45-64,Male,Black,N
13190,81215000,81215000-21708,18-24,Male,Black,N
13191,81215000,81215000-21709,18-24,Male,White Hispanic,N
13192,81215249,81215249-21713,18-24,Male,Black,N
13193,81286092,81286092-21748,45-64,Male,Black,N
13194,81308610,81308610-21757,25-44,Female,Black,Y
13195,81308610,81308610-21758,25-44,Female,Black,N
13196,81308610,81308610-21759,<18,Female,Black,N
13197,81328434,81328434-21771,25-44,Male,Black,N
13198,81328637,81328637-21775,<18,Male,Black,N
13199,81436540,81436540-21797,18-24,Male,Black,N
13200,81446550,81446550-21808,18-24,Male,Black,N
13201,81464141,81464141-21815,25-44,Male,Black,N
13202,81464410,81464410-21816,18-24,Male,White Hispanic,Y
13203,81610457,81610457-21856,<18,Male,White Hispanic,N
13204,81619753,81619753-21858,<18,Male,Black,N
13205,81759987,81759987-21915,25-44,Male,Black,Y
13206,81785567,81785567-21930,18-24,Female,Black,N
13207,81862529,81862529-21963,18-24,Male,Black,Y
13208,82009454,82009454-22028,18-24,Male,Black,N
13209,82027582,82027582-22043,45-64,Female,White,N
13210,82027582,82027582-22044,25-44,Female,White,Y
13211,82058169,82058169-22050,25-44,Male,Black Hispanic,N
13212,82059259,82059259-22051,25-44,Male,Black,N
13213,82090979,82090979-22056,18-24,Male,Black Hispanic,N
13214,82124624,82124624-22070,25-44,Female,White Hispanic,Y
13215,82124624,82124624-22071,25-44,Male,White Hispanic,N
13216,82140942,82140942-22076,18-24,Male,White Hispanic,Y
13217,82230825,82230825-22113,25-44,Male,Black,N
13218,82230825,82230825-22114,25-44,Male,Black,N
13219,82272740,82272740-22128,18-24,Male,Unknown,N
13220,82310547,82310547-22136,25-44,Male,Black Hispanic,N
13221,82411148,82411148-22193,25-44,Male,Black,N
13222,82478036,82478036-22228,18-24,Male,Black,N
13223,82485719,82485719-22231,25-44,Male,Black,N
13224,82485719,82485719-22232,18-24,Male,White Hispanic,N
13225,82517243,82517243-22246,18-24,Male,Black,N
13226,82602225,82602225-22269,25-44,Male,Black,N
13227,82705732,82705732-22297,25-44,Male,White Hispanic,N
13228,82751772,82751772-22309,25-44,Male,White Hispanic,N
13229,82821460,82821460-22329,45-64,Male,Black,N
13230,82956280,82956280-22371,25-44,Male,Black,N
13231,83064594,83064594-22401,65+,Female,Black Hispanic,N
13232,83121695,83121695-22414,25-44,Male,Black,N
13233,83141833,83141833-22422,25-44,Female,Black,N
13234,83392023,83392023-22482,18-24,Male,White Hispanic,N
13235,83656582,83656582-22551,25-44,Male,Black,N
13236,83837389,83837389-22606,25-44,Male,Black,N
13237,84205616,84205616-22687,<18,Male,Black,Y
13238,84229233,84229233-22705,25-44,Male,Black,Y
13239,84255208,84255208-22722,18-24,Male,Black,Y
13240,84265674,84265674-22725,25-44,Male,Black,N
13241,84452516,84452516-22772,25-44,Male,Black,N
13242,84452517,84452517-22773,25-44,Male,Black,N
13243,84505974,84505974-22785,25-44,Male,Black,N
13244,84702242,84702242-22839,18-24,Male,Black,N
13245,84737781,84737781-22848,25-44,Female,White Hispanic,N
13246,84829164,84829164-22872,45-64,Male,Black,N
13247,84904985,84904985-22912,25-44,Male,Black,N
13248,84978497,84978497-22959,18-24,Male,Black,Y
13249,85040124,85040124-22969,25-44,Male,Black,N
13250,85040124,85040124-22970,25-44,Male,Black,N
13251,85065260,85065260-22975,25-44,Male,White Hispanic,N
13252,85074615,85074615-22982,25-44,Male,Black Hispanic,N
13253,85137186,85137186-23000,25-44,Male,White Hispanic,N
