,INCIDENT_KEY,VICTIM_ID,VICTIM_AGE_GROUP,VICTIM_SEX,VICTIM_RACE,STAT_MURDER_FLG
5968,66431720,66431720-17064,25-44,Male,Black,N
5969,66630083,66630083-17095,<18,Male,Black,N
5970,66742130,66742130-17119,18-24,Male,Black,Y
5971,66742130,66742130-17120,18-24,Male,Black,N
5972,66742130,66742130-17121,18-24,Male,Black,N
5973,66984616,66984616-17159,<18,Male,Black,Y
5974,67359110,67359110-17216,18-24,Male,Black Hispanic,N
5975,67692447,67692447-17264,18-24,Male,Black,N
5976,212170023,212170023-1,25-44,Male,Black,Y
5977,139565489,139565489-27163,25-44,Male,Black,N
5978,139574746,139574746-27164,25-44,Male,Black,N
5979,270078984,270078984-1,25-44,Male,Black,Y
5980,167619815,167619815-31225,25-44,Male,Black,Y
5981,138877534,138877534-26958,18-24,Male,Asian / Pacific Islander,N
5982,212558133,212558133-1,25-44,Male,White Hispanic,N
5983,182973667,182973667-32127,18-24,Male,Black Hispanic,N
5984,270085088,270085088-1,18-24,Female,White Hispanic,N
5985,270085088,270085088-2,18-24,Male,Black Hispanic,N
5986,270085751,270085751-1,45-64,Male,Black,Y
5987,300131385,300131385-1,<18,Male,Black,N
5988,300131384,300131384-1,65+,Male,Black,N
5989,300189409,300189409-1,18-24,Male,Black,Y
5990,186876046,186876046-32530,45-64,Male,Black,N
5991,300295604,300295604-1,<18,Male,Black,N
5992,300318397,300318397-1,18-24,Male,Black Hispanic,N
5993,167960380,167960380-31262,25-44,Male,Black,N
5994,300364619,300364619-1,25-44,Male,White Hispanic,N
5995,9953261,9953261-8181,25-44,Male,White,N
5996,10038625,10038625-8184,25-44,Male,Black,Y
5997,10137424,10137424-8235,18-24,Male,Black Hispanic,N
5998,10187487,10187487-8250,45-64,Male,White Hispanic,N
5999,10187516,10187516-8284,18-24,Male,Black,N
6000,10240241,10240241-8293,25-44,Male,Black,N
6001,10333309,10333309-8319,25-44,Male,White Hispanic,N
6002,10333309,10333309-8320,25-44,Male,Black,N
6003,10333314,10333314-8326,45-64,Male,White,Y
6004,10333327,10333327-8342,18-24,Male,White Hispanic,N
6005,10619068,10619068-8442,45-64,Male,White,Y
6006,10619095,10619095-8481,<18,Male,White Hispanic,N
6007,10660760,10660760-8499,18-24,Male,Black,N
6008,10713404,10713404-8519,18-24,Male,White Hispanic,Y
6009,10804590,10804590-8559,25-44,Male,White Hispanic,N
6010,10804590,10804590-8567,18-24,Male,White Hispanic,N
6011,10879207,10879207-8584,18-24,Male,Black,N
6012,10879224,10879224-8611,25-44,Male,Black,N
6013,11118199,11118199-8695,<18,Male,White Hispanic,N
6014,11118201,11118201-8697,<18,Female,White Hispanic,N
6015,11118201,11118201-8698,18-24,Female,White Hispanic,N
6016,11118214,11118214-8716,25-44,Male,Black,N
6017,11118223,11118223-8726,18-24,Male,White Hispanic,N
6018,11118841,11118841-8663,<18,Male,White Hispanic,Y
6019,11118845,11118845-8667,18-24,Male,Black,N
6020,12679348,12679348-8765,25-44,Male,Black,Y
6021,12679354,12679354-8774,25-44,Male,White Hispanic,N
6022,15400562,15400562-8847,25-44,Male,White,N
6023,16631434,16631434-8869,45-64,Male,Black,N
6024,16631435,16631435-8870,18-24,Male,White Hispanic,N
6025,16631438,16631438-8875,25-44,Male,Black,N
6026,16631483,16631483-8940,25-44,Male,Black,N
6027,16631496,16631496-8958,<18,Male,Black,N
6028,16631496,16631496-8966,<18,Female,Black,N
6029,16631500,16631500-8964,18-24,Male,Black,N
6030,16692672,16692672-8991,25-44,Male,Black,N
6031,16692673,16692673-8992,18-24,Male,White Hispanic,N
6032,16692673,16692673-8993,18-24,Male,Asian / Pacific Islander,N
6033,16692673,16692673-8994,<18,Male,White Hispanic,N
6034,16692673,16692673-8995,<18,Male,White Hispanic,N
6035,16692675,16692675-9000,25-44,Male,Black,Y
6036,16692688,16692688-9014,18-24,Male,Black,N
6037,16692688,16692688-9015,18-24,Male,Black,N
6038,16814010,16814010-9049,25-44,Male,White Hispanic,Y
6039,16814010,16814010-9050,<18,Male,White Hispanic,N
6040,16814010,16814010-9051,18-24,Female,White Hispanic,N
6041,16814010,16814010-9052,18-24,Female,White Hispanic,N
6042,16814014,16814014-9058,25-44,Male,Black,N
6043,16895013,16895013-9108,45-64,Male,Black,N
6044,16895020,16895020-9117,25-44,Male,Black,N
6045,16895026,16895026-9125,25-44,Male,Black,N
6046,16895046,16895046-9150,18-24,Male,Black,Y
6047,16895046,16895046-9151,25-44,Male,Black,Y
6048,23354049,23354049-9158,25-44,Female,Black,N
6049,23354073,23354073-9194,18-24,Male,Black,N
6050,23354077,23354077-9200,25-44,Female,Black,N
6051,23354085,23354085-9211,18-24,Male,White Hispanic,N
6052,23354090,23354090-9217,25-44,Male,Black,N
6053,23354091,23354091-9218,<18,Male,Black,N
6054,23354105,23354105-9239,18-24,Male,Black,Y
6055,23354118,23354118-9257,18-24,Male,Black,Y
6056,23354118,23354118-9258,<18,Male,Black,N
6057,23421773,23421773-9316,18-24,Male,Black,Y
6058,23421778,23421778-9317,25-44,Male,Black,N
6059,23421785,23421785-9326,25-44,Male,White Hispanic,N
6060,23421785,23421785-9327,<18,Male,White Hispanic,N
6061,23444490,23444490-9371,<18,Male,Black,N
6062,23471261,23471261-9389,25-44,Male,White Hispanic,N
6063,23471261,23471261-9390,25-44,Male,Black Hispanic,N
6064,23501821,23501821-9420,18-24,Male,Black,N
6065,23501821,23501821-9421,18-24,Female,Black,N
6066,23501821,23501821-9422,25-44,Male,Black,N
6067,23601896,23601896-9517,18-24,Male,White Hispanic,N
6068,23678693,23678693-9566,25-44,Male,White Hispanic,Y
6069,23678693,23678693-9567,18-24,Male,Black,N
6070,23678693,23678693-9568,18-24,Male,Black,N
6071,23833841,23833841-9679,<18,Female,Black,N
6072,23833841,23833841-9680,<18,Male,Black,N
6073,23846684,23846684-9686,25-44,Male,White Hispanic,N
6074,23846684,23846684-9687,18-24,Male,White Hispanic,N
6075,23846688,23846688-9695,25-44,Male,Black,N
6076,23934581,23934581-9760,25-44,Male,Black Hispanic,N
6077,23957539,23957539-9777,18-24,Male,Black,N
6078,24050469,24050469-9824,25-44,Male,White Hispanic,N
6079,24103847,24103847-9889,25-44,Male,White Hispanic,N
6080,24103847,24103847-9890,18-24,Male,White Hispanic,N
6081,24129969,24129969-9911,25-44,Male,Black,N
6082,24157458,24157458-9941,25-44,Male,Black,Y
6083,24236345,24236345-9976,25-44,Male,White Hispanic,N
6084,24248674,24248674-9983,18-24,Male,Black,N
6085,24287321,24287321-10010,25-44,Male,Black,N
6086,24287321,24287321-10011,18-24,Female,White,N
6087,24320688,24320688-10026,18-24,Male,Black,N
6088,24360987,24360987-10048,18-24,Male,Black,N
6089,24394057,24394057-10071,<18,Male,Black,N
6090,24577496,24577496-10151,18-24,Male,Black,N
6091,24591355,24591355-10158,18-24,Male,White Hispanic,Y
6092,24591355,24591355-10159,18-24,Male,White Hispanic,N
6093,24626213,24626213-10179,25-44,Male,Asian / Pacific Islander,N
6094,24675457,24675457-10208,18-24,Male,Black,N
6095,24773582,24773582-10243,45-64,Female,Black,Y
6096,24773591,24773591-10246,18-24,Male,Black,N
6097,24814498,24814498-10259,18-24,Male,Black Hispanic,N
6098,24930771,24930771-10321,25-44,Male,Black,N
6099,25023635,25023635-10355,18-24,Male,Black Hispanic,N
6100,25260905,25260905-10431,25-44,Male,White Hispanic,Y
6101,25283460,25283460-10437,25-44,Male,Black,Y
6102,25359021,25359021-10475,18-24,Male,White Hispanic,N
6103,25384535,25384535-10484,18-24,Male,White Hispanic,N
6104,25384535,25384535-10485,18-24,Male,White Hispanic,N
6105,25490114,25490114-10547,25-44,Male,White Hispanic,N
6106,25490114,25490114-10548,18-24,Male,White Hispanic,N
6107,25689178,25689178-10638,25-44,Male,Black Hispanic,N
6108,25801104,25801104-10674,18-24,Male,Black,N
6109,25832922,25832922-10687,18-24,Male,Black,N
6110,25850195,25850195-10690,25-44,Male,Black,N
6111,25896931,25896931-10735,25-44,Male,Black,N
6112,25911850,25911850-10714,18-24,Male,White Hispanic,N
6113,25911850,25911850-10715,25-44,Male,White Hispanic,N
6114,25911850,25911850-10716,18-24,Male,White Hispanic,N
6115,25932833,25932833-10725,25-44,Male,White Hispanic,Y
6116,25950253,25950253-10734,25-44,Male,Black,Y
6117,25965070,25965070-10746,18-24,Male,Black,N
6118,26035869,26035869-10797,18-24,Male,Black Hispanic,N
6119,26685422,26685422-10956,<18,Male,Black,N
6120,26755981,26755981-10966,25-44,Male,Black,N
6121,26755983,26755983-10963,<18,Male,Black,N
6122,26774009,26774009-10967,45-64,Female,Black,N
6123,26823545,26823545-10984,18-24,Male,Black,Y
6124,26823548,26823548-10988,25-44,Male,White Hispanic,N
6125,27105892,27105892-11027,<18,Male,White Hispanic,N
6126,27275897,27275897-11063,18-24,Male,Black,Y
6127,27326277,27326277-11076,18-24,Male,Black,N
6128,28176154,28176154-11162,25-44,Male,Black Hispanic,N
6129,28176154,28176154-11163,65+,Female,Black,N
6130,28176154,28176154-11165,18-24,Male,Black,N
6131,28268457,28268457-11194,25-44,Male,White Hispanic,N
6132,28609130,28609130-11283,18-24,Male,Black,N
6133,28620017,28620017-11292,<18,Male,Black,N
6134,28620018,28620018-11293,18-24,Male,Black,N
6135,28654488,28654488-11306,25-44,Male,Black,N
6136,28712371,28712371-11311,18-24,Male,Black,N
6137,28832627,28832627-11334,18-24,Male,White,Y
6138,28848164,28848164-11336,25-44,Male,Black,N
6139,28907937,28907937-11367,25-44,Male,Black,N
6140,28926745,28926745-11379,18-24,Female,Black Hispanic,N
6141,28946343,28946343-11387,25-44,Male,Black,N
6142,29024305,29024305-11419,25-44,Male,Black Hispanic,N
6143,29210905,29210905-11494,18-24,Male,Black,N
6144,29301881,29301881-11544,18-24,Male,Black,Y
6145,29301881,29301881-11545,18-24,Male,Black Hispanic,N
6146,29301883,29301883-11547,18-24,Male,Black,N
6147,29320287,29320287-11558,18-24,Male,Black,N
6148,29338472,29338472-11560,18-24,Male,Black,N
6149,29338473,29338473-11561,18-24,Male,Black,N
6150,29406944,29406944-11584,18-24,Male,White Hispanic,N
6151,32155715,32155715-11611,18-24,Male,Black,Y
6152,32155715,32155715-11612,25-44,Male,Black,Y
6153,32178480,32178480-11644,25-44,Male,White Hispanic,N
6154,32178480,32178480-11645,25-44,Male,Black,N
6155,32303925,32303925-11667,25-44,Male,Black,N
6156,32527922,32527922-11686,18-24,Male,Black,Y
6157,32807474,32807474-11769,25-44,Male,White Hispanic,Y
6158,32821778,32821778-11775,18-24,Male,Black,N
6159,32878661,32878661-11808,18-24,Male,Black,Y
6160,183060718,183060718-32128,18-24,Male,Black Hispanic,Y
6161,183060718,183060718-32129,18-24,Male,Black Hispanic,N
6162,183060718,183060718-32130,18-24,Male,Black Hispanic,N
6163,33075233,33075233-11880,18-24,Male,Black,N
6164,33075980,33075980-11876,18-24,Male,Black,N
6165,33196051,33196051-11928,18-24,Male,Black Hispanic,N
6166,33227815,33227815-11941,45-64,Male,Black Hispanic,N
6167,33478089,33478089-12021,25-44,Male,Black,Y
6168,33478089,33478089-12022,25-44,Female,Black,N
6169,33478089,33478089-12023,45-64,Female,Black,N
6170,33478092,33478092-12039,25-44,Male,White Hispanic,N
6171,33500103,33500103-12042,25-44,Male,Black Hispanic,N
6172,33516982,33516982-12052,25-44,Female,Black,N
6173,33535835,33535835-12058,25-44,Male,White Hispanic,N
6174,33552559,33552559-12062,25-44,Male,Black,N
6175,33600830,33600830-12093,25-44,Male,Black,N
6176,33654457,33654457-12108,25-44,Male,Black,N
6177,33706902,33706902-12124,25-44,Male,Black,N
6178,33706902,33706902-12125,<18,Female,Black,N
6179,33706902,33706902-12126,18-24,Male,Black Hispanic,N
6180,33706902,33706902-12158,<18,Male,Black,N
6181,33706904,33706904-12129,18-24,Male,Black,N
6182,33706905,33706905-12130,45-64,Male,Black,N
6183,33706908,33706908-12133,25-44,Male,White Hispanic,N
6184,33861146,33861146-12187,25-44,Male,Black,N
6185,33943268,33943268-12216,18-24,Male,Black Hispanic,N
6186,34010731,34010731-12246,18-24,Male,White Hispanic,N
6187,34021452,34021452-12255,<18,Female,Black,N
6188,34038589,34038589-12259,18-24,Male,Black,N
6189,34057961,34057961-12267,25-44,Male,Black,N
6190,34098086,34098086-12286,18-24,Female,Black,N
6191,34129872,34129872-12313,25-44,Male,Black Hispanic,N
6192,34207745,34207745-12337,18-24,Male,Black,N
6193,34207745,34207745-12338,18-24,Male,Black,N
6194,34286627,34286627-12370,25-44,Male,Black Hispanic,N
6195,34414962,34414962-12425,18-24,Male,Black,N
6196,34795355,34795355-12534,25-44,Male,White Hispanic,N
6197,34864271,34864271-12557,18-24,Male,Black,N
6198,34864271,34864271-12558,<18,Male,Black Hispanic,N
6199,34900580,34900580-12577,18-24,Male,Black,Y
6200,35092376,35092376-12634,25-44,Male,White Hispanic,N
6201,35192356,35192356-12664,25-44,Female,White Hispanic,Y
6202,35192356,35192356-12665,18-24,Male,Black,N
6203,35215526,35215526-12669,25-44,Male,Black,Y
6204,35285680,35285680-12698,25-44,Male,Black,N
6205,35285681,35285681-12699,18-24,Male,Black,N
6206,35339137,35339137-12715,25-44,Male,White Hispanic,N
6207,35339140,35339140-12718,25-44,Male,Black,Y
6208,35339141,35339141-12719,18-24,Male,Black,Y
6209,35339141,35339141-12720,<18,Male,Black,N
6210,35339141,35339141-12721,<18,Male,Black,N
6211,35339141,35339141-12722,<18,Male,Black,N
6212,35386256,35386256-12736,25-44,Male,Black,N
6213,35406559,35406559-12743,<18,Male,Black,Y
6214,35502300,35502300-12787,25-44,Male,Black,N
6215,35513424,35513424-12788,25-44,Male,Black,N
6216,35836271,35836271-12868,18-24,Male,Black,N
6217,35890086,35890086-12879,18-24,Male,Black,N
6218,35890086,35890086-12880,25-44,Male,Black,N
6219,35920698,35920698-12891,25-44,Male,Black Hispanic,N
6220,36243080,36243080-12968,18-24,Male,Black,N
6221,36379179,36379179-12986,18-24,Female,Black Hispanic,Y
6222,36379179,36379179-12987,18-24,Male,Black Hispanic,N
6223,36391115,36391115-12989,25-44,Male,Black Hispanic,Y
6224,37172586,37172586-13004,25-44,Male,Black,N
6225,37172593,37172593-13023,25-44,Male,Black,Y
6226,37231974,37231974-13026,18-24,Female,White Hispanic,Y
6227,37231974,37231974-13027,25-44,Male,White Hispanic,Y
6228,37231974,37231974-13028,18-24,Male,White Hispanic,N
6229,37256866,37256866-13039,25-44,Male,Black,N
6230,37316436,37316436-13054,18-24,Male,Black,N
6231,37335993,37335993-13056,18-24,Male,White,Y
6232,37401646,37401646-13080,25-44,Male,Black,Y
6233,37917230,37917230-13177,25-44,Male,White,N
6234,38852712,38852712-13233,18-24,Male,Black,N
6235,39086900,39086900-13258,25-44,Male,Black,N
6236,39273321,39273321-13296,18-24,Male,Black,N
6237,39392492,39392492-13313,18-24,Male,Black,N
6238,39435599,39435599-13318,<18,Male,Black Hispanic,N
6239,39486198,39486198-13321,18-24,Male,Black,N
6240,39546148,39546148-13330,18-24,Male,White Hispanic,Y
6241,39546148,39546148-13331,18-24,Male,White Hispanic,N
6242,44515782,44515782-13382,<18,Male,Black,N
6243,44751685,44751685-13439,25-44,Male,Black,Y
6244,44874423,44874423-13458,25-44,Male,Black,Y
6245,44895812,44895812-13466,18-24,Male,Black,N
6246,45183541,45183541-13491,25-44,Male,Black,Y
6247,45295552,45295552-13512,18-24,Male,Black,N
6248,45295552,45295552-13515,18-24,Female,Black Hispanic,N
6249,45496103,45496103-13522,18-24,Male,Black,N
6250,45693302,45693302-13547,18-24,Male,Black,N
6251,45789775,45789775-13574,18-24,Female,Black,N
6252,46141343,46141343-13675,18-24,Male,Black,N
6253,46181705,46181705-13684,25-44,Male,Black,N
6254,46181705,46181705-13685,18-24,Male,Black,N
6255,46248087,46248087-13702,25-44,Male,Black,N
6256,46296929,46296929-13711,18-24,Male,Black,N
6257,46361471,46361471-13730,18-24,Male,Black,N
6258,46538068,46538068-13766,<18,Female,Black,Y
6259,46538076,46538076-13775,18-24,Male,Black,N
6260,46553951,46553951-13783,18-24,Male,Black,N
6261,46715563,46715563-13827,18-24,Male,Black,N
6262,46998149,46998149-13918,18-24,Male,Black,N
6263,47024512,47024512-13928,25-44,Male,Black,N
6264,47085788,47085788-13946,25-44,Male,Black,N
6265,47085788,47085788-13950,18-24,Male,Black,N
6266,47102197,47102197-13953,25-44,Male,Black,N
6267,47102199,47102199-13956,18-24,Male,Black,Y
6268,47207550,47207550-13974,25-44,Male,Black,N
6269,47248382,47248382-13985,25-44,Male,Black,N
6270,47447802,47447802-14037,<18,Male,Black,N
6271,47832542,47832542-14090,<18,Male,Black,Y
6272,47851709,47851709-14097,18-24,Female,Black Hispanic,N
6273,48006247,48006247-14155,25-44,Male,White Hispanic,N
6274,48066955,48066955-14195,18-24,Female,Black,N
6275,48304787,48304787-14255,18-24,Male,Black,N
6276,48321425,48321425-14256,<18,Male,Black,N
6277,48395043,48395043-14270,25-44,Male,Black,N
6278,48395043,48395043-14272,25-44,Female,Black,N
6279,48570133,48570133-14328,45-64,Male,Black,N
6280,48570133,48570133-14329,18-24,Male,Asian / Pacific Islander,N
6281,48570134,48570134-14330,25-44,Male,Black,Y
6282,49236361,49236361-14342,18-24,Male,Black Hispanic,N
6283,49567919,49567919-14401,25-44,Male,Black,N
6284,49834898,49834898-14441,25-44,Male,Black,N
6285,49834900,49834900-14434,18-24,Male,Black,N
6286,49863673,49863673-14435,18-24,Male,Black,N
6287,49863673,49863673-14436,25-44,Male,Black,N
6288,50018407,50018407-14488,18-24,Male,White Hispanic,Y
6289,50018407,50018407-14489,<18,Male,White Hispanic,N
6290,50070599,50070599-14492,18-24,Male,Black,N
6291,50070602,50070602-14495,<18,Male,Black,N
6292,50163477,50163477-14531,25-44,Male,Black,N
6293,50163479,50163479-14528,<18,Male,Black,N
6294,50459044,50459044-14550,25-44,Male,White Hispanic,N
6295,50459047,50459047-14554,18-24,Male,Black,N
6296,50589212,50589212-14603,25-44,Male,Black,N
6297,50640967,50640967-14611,18-24,Male,Black,N
6298,50665290,50665290-14619,45-64,Female,White,Y
6299,50685010,50685010-14631,25-44,Male,Black,N
6300,50703409,50703409-14643,18-24,Male,White Hispanic,N
6301,50795449,50795449-14673,18-24,Male,Black,N
6302,50821745,50821745-14675,18-24,Male,White Hispanic,N
6303,50885244,50885244-14695,25-44,Female,Black,Y
6304,50885247,50885247-14698,18-24,Male,Black Hispanic,N
6305,51359382,51359382-14740,18-24,Male,Black,N
6306,51359382,51359382-14741,25-44,Male,Black,N
6307,51438900,51438900-14765,18-24,Male,White Hispanic,Y
6308,51559654,51559654-14791,25-44,Male,Black,N
6309,51653743,51653743-14815,18-24,Male,Black,N
6310,51787779,51787779-14871,25-44,Male,Black,N
6311,51816574,51816574-14872,18-24,Male,Black,N
6312,51935028,51935028-14898,25-44,Male,White Hispanic,Y
6313,51935457,51935457-14902,25-44,Male,Black,N
6314,52023123,52023123-14910,25-44,Male,Black,N
6315,52144003,52144003-14940,18-24,Male,Black,Y
6316,52183622,52183622-14951,18-24,Male,White Hispanic,N
6317,52468784,52468784-15003,18-24,Male,Black,N
6318,52533651,52533651-15017,<18,Male,Black,N
6319,52609297,52609297-15041,25-44,Male,Black,N
6320,52721847,52721847-15057,25-44,Male,Black,N
6321,53761633,53761633-15062,18-24,Male,Black,N
6322,53819396,53819396-15074,25-44,Male,Black Hispanic,N
6323,54059281,54059281-15112,45-64,Male,White,N
6324,54080622,54080622-15113,<18,Male,White Hispanic,N
6325,54101447,54101447-15123,25-44,Male,Black,N
6326,54120277,54120277-15127,<18,Male,Black,N
6327,54579986,54579986-15207,18-24,Male,White Hispanic,N
6328,54858243,54858243-15254,25-44,Male,Black,N
6329,54896838,54896838-15274,<18,Male,Black,N
6330,54896838,54896838-15275,<18,Male,Black,N
6331,55215081,55215081-15337,18-24,Female,Black,N
6332,55322799,55322799-15382,18-24,Male,Black,Y
6333,55388869,55388869-15403,25-44,Male,Black,N
6334,55432891,55432891-15411,18-24,Male,White Hispanic,N
6335,55581512,55581512-15432,18-24,Male,Black,Y
6336,55780316,55780316-15461,<18,Male,Black,N
6337,56020060,56020060-15505,18-24,Male,Black,N
6338,56020060,56020060-15506,18-24,Male,Black,N
6339,56265722,56265722-15525,25-44,Male,Black,N
6340,56320323,56320323-15532,18-24,Male,White Hispanic,N
6341,57259579,57259579-15568,18-24,Male,Black,Y
6342,57282440,57282440-15570,18-24,Male,White Hispanic,N
6343,59171357,59171357-15636,25-44,Male,White Hispanic,N
6344,59193404,59193404-15640,65+,Female,White,N
6345,59488168,59488168-15669,45-64,Male,Black,Y
6346,59591609,59591609-15678,18-24,Male,Black,N
6347,59753075,59753075-15700,<18,Male,American Indian/Alaskan Native,N
6348,59801054,59801054-15714,<18,Male,Black,N
6349,60025213,60025213-15734,25-44,Male,Black,N
6350,60025215,60025215-15736,45-64,Male,Black,Y
6351,60272800,60272800-15784,25-44,Female,Black,Y
6352,60442308,60442308-15803,18-24,Male,White Hispanic,Y
6353,60442308,60442308-15804,18-24,Male,White Hispanic,Y
6354,60562017,60562017-15821,25-44,Male,Black,N
6355,61144237,61144237-15896,<18,Male,Black,N
6356,61170261,61170261-15906,<18,Male,Black,Y
6357,61671350,61671350-16003,25-44,Male,Black,N
6358,61826982,61826982-16037,18-24,Male,Black,Y
6359,61826982,61826982-16038,18-24,Male,Black,N
6360,61853631,61853631-16044,25-44,Male,Black,Y
6361,62012203,62012203-16065,25-44,Male,Black,N
6362,62038320,62038320-16071,25-44,Male,Black,N
6363,62116328,62116328-16090,18-24,Male,Black,N
6364,62172457,62172457-16098,25-44,Male,Black,N
6365,62172457,62172457-16099,25-44,Male,Black,N
6366,62172457,62172457-16100,18-24,Male,Black,N
6367,62200684,62200684-16109,25-44,Male,Black,Y
6368,62481808,62481808-16151,<18,Male,White Hispanic,Y
6369,62504889,62504889-16152,25-44,Male,Black,N
6370,62725595,62725595-16202,18-24,Male,Black,N
6371,62761420,62761420-16212,25-44,Male,Black,Y
6372,62761420,62761420-16213,25-44,Male,Black,N
6373,62773201,62773201-16223,18-24,Male,Black,N
6374,62773205,62773205-16227,18-24,Male,Black,N
6375,62773205,62773205-16228,18-24,Male,Black,N
6376,62773208,62773208-16233,25-44,Male,Black,N
6377,62968507,62968507-16279,<18,Male,Black,N
6378,63130645,63130645-16312,18-24,Male,Black,N
6379,63148408,63148408-16318,25-44,Male,Black,Y
6380,63168504,63168504-16322,18-24,Male,Black,Y
6381,63168504,63168504-16416,18-24,Male,Black,N
6382,63189241,63189241-16332,<18,Male,Black,N
6383,63214333,63214333-16346,18-24,Male,Black,N
6384,63214333,63214333-16347,18-24,Male,Black,N
6385,63289911,63289911-16360,18-24,Male,Black,Y
6386,63323722,63323722-16365,18-24,Male,Black,N
6387,63405887,63405887-16385,25-44,Male,Black,N
6388,63405887,63405887-16386,25-44,Male,Black,N
6389,63405889,63405889-16388,18-24,Male,Black Hispanic,N
6390,63633475,63633475-16435,25-44,Male,Black,Y
6391,63701788,63701788-16464,25-44,Male,Black,N
6392,63701789,63701789-16465,25-44,Male,Black,N
6393,63796438,63796438-16478,25-44,Male,Black Hispanic,N
6394,63885688,63885688-16517,25-44,Male,Black,N
6395,63998348,63998348-16536,<18,Male,Black,N
6396,64270986,64270986-16600,25-44,Male,White,N
6397,64270986,64270986-16601,25-44,Male,White,N
6398,237630151,237630151-1,18-24,Male,Black,N
6399,237630151,237630151-2,18-24,Male,Black,N
6400,64389962,64389962-16647,25-44,Male,Black,N
6401,64422381,64422381-16656,18-24,Male,Black,N
6402,64510360,64510360-16685,25-44,Male,White,Y
6403,64510360,64510360-16686,25-44,Male,White,N
6404,64529973,64529973-16694,18-24,Male,Black Hispanic,N
6405,64689065,64689065-16721,25-44,Male,Black Hispanic,N
6406,64689065,64689065-16722,25-44,Male,Black Hispanic,N
6407,64689373,64689373-16724,18-24,Male,Black,N
6408,64775770,64775770-16764,45-64,Male,Black,N
6409,64775770,64775770-16765,25-44,Male,Black,N
6410,64822408,64822408-16780,<18,Male,Black,N
6411,64854626,64854626-16782,18-24,Male,Black,N
6412,64854626,64854626-16784,18-24,Male,Black,N
6413,64924982,64924982-16798,<18,Male,Black,N
6414,65129174,65129174-16845,18-24,Male,Black,N
6415,65316279,65316279-16879,<18,Male,Black,N
6416,65687102,65687102-16941,18-24,Male,Black,N
6417,65844394,65844394-16958,25-44,Male,White Hispanic,N
6418,65844394,65844394-16962,25-44,Female,White Hispanic,N
6419,65969748,65969748-16986,18-24,Male,Black,N
6420,66160488,66160488-17015,25-44,Female,Black,N
6421,66170351,66170351-17021,25-44,Male,Black Hispanic,N
6422,66269909,66269909-17049,45-64,Male,Black,N
6423,66729665,66729665-17118,25-44,Male,Black,N
6424,66749918,66749918-17123,18-24,Female,White Hispanic,N
6425,66881939,66881939-17138,25-44,Male,Black,N
6426,66928845,66928845-17148,25-44,Male,Black,N
6427,66984999,66984999-17163,65+,Female,Black,Y
6428,67080483,67080483-17168,<18,Male,Black,N
6429,67430589,67430589-17241,25-44,Male,Black Hispanic,N
6430,67605366,67605366-17252,25-44,Male,White Hispanic,N
6431,67797950,67797950-17276,18-24,Female,Black,N
6432,67797950,67797950-17277,18-24,Male,White Hispanic,N
6433,67797950,67797950-17278,<18,Male,Black,N
6434,67824474,67824474-17282,25-44,Male,White Hispanic,Y
6435,67847583,67847583-17286,18-24,Male,Black,N
6436,68143730,68143730-17351,18-24,Male,Black,Y
6437,68584806,68584806-17419,25-44,Female,Black,Y
6438,68586471,68586471-17420,18-24,Male,Black,N
6439,69079433,69079433-17476,45-64,Female,White,N
6440,69097631,69097631-17484,25-44,Male,White Hispanic,N
6441,69297258,69297258-17520,18-24,Male,White,N
6442,69419358,69419358-17539,25-44,Male,Black,N
6443,69453368,69453368-17544,25-44,Male,Black,N
6444,69526312,69526312-17552,<18,Male,White Hispanic,N
6445,69708093,69708093-17573,18-24,Male,White Hispanic,N
6446,69740436,69740436-17575,18-24,Male,Black Hispanic,N
6447,69871611,69871611-17597,18-24,Male,White,N
6448,70858622,70858622-17624,18-24,Male,Black,N
6449,70892759,70892759-17644,25-44,Male,Black,Y
6450,71032457,71032457-17659,18-24,Male,Black,N
6451,71054045,71054045-17668,25-44,Female,White,Y
6452,71054045,71054045-17669,<18,Male,Black Hispanic,N
6453,71160902,71160902-17706,25-44,Male,Black,N
6454,71170483,71170483-17711,18-24,Male,White,N
6455,71321199,71321199-17731,18-24,Male,White Hispanic,N
6456,71421995,71421995-17762,25-44,Male,White Hispanic,N
6457,71454847,71454847-17782,25-44,Male,Black,Y
6458,71454847,71454847-17783,25-44,Male,Black,N
6459,71521770,71521770-17815,25-44,Male,White Hispanic,N
6460,71608993,71608993-17829,18-24,Male,Black Hispanic,Y
6461,71701594,71701594-17863,25-44,Male,Black,N
6462,71756681,71756681-17881,18-24,Male,Black Hispanic,N
6463,71792739,71792739-17905,25-44,Male,Black,N
6464,71859339,71859339-17947,18-24,Male,Black,N
6465,72077238,72077238-18031,18-24,Male,Black,N
6466,72086138,72086138-18039,18-24,Male,Black,N
6467,72152898,72152898-18070,18-24,Female,Black,N
6468,72214692,72214692-18101,25-44,Male,Black,N
6469,72464612,72464612-18282,18-24,Male,Black,N
6470,72464612,72464612-18336,18-24,Male,Black,N
6471,72484438,72484438-18289,18-24,Male,Black Hispanic,N
6472,72744254,72744254-18364,18-24,Male,White Hispanic,N
6473,72752838,72752838-18378,18-24,Male,Black,N
6474,212400207,212400207-1,25-44,Male,Black Hispanic,Y
6475,212400207,212400207-2,25-44,Male,Black,N
6476,139565164,139565164-27159,18-24,Male,Black,N
