,INCIDENT_KEY,PERP_ID,PERP_AGE_GROUP,PERP_SEX,PERP_RACE
0,9953248,9953248-9042,18-24,Male,Black
1,10137418,10137418-9127,25-44,Male,Black
2,10137428,10137428-9147,Unknown,Unknown,Unknown
3,10187494,10187494-9181,Unknown,Male,Black
4,10187494,10187494-9195,Unknown,Male,Black
5,10187496,10187496-9184,18-24,Male,White Hispanic
6,10187501,10187501-9189,<18,Male,Black
7,10187502,10187502-9190,25-44,Male,Black
8,10187517,10187517-9212,25-44,Male,Black
9,10240242,10240242-9227,18-24,Male,White Hispanic
10,10240242,10240242-9230,18-24,Male,White Hispanic
11,10333320,10333320-9284,Unknown,Male,Black
12,10411015,10411015-9332,Unknown,Male,Black
13,10411018,10411018-9336,Unknown,Unknown,Unknown
14,10660756,10660756-9472,Unknown,Unknown,Unknown
15,10879209,10879209-9571,18-24,Male,White Hispanic
16,10879209,10879209-9572,25-44,Male,White Hispanic
17,10879209,10879209-9573,18-24,Male,Black
18,10953928,10953928-9626,Unknown,Unknown,Unknown
19,10953944,10953944-9697,18-24,Male,Black
20,11118200,11118200-9713,18-24,Male,Black
21,11118203,11118203-9718,25-44,Male,Black
22,11118222,11118222-9743,Unknown,Unknown,Unknown
23,11118232,11118232-9759,45-64,Male,Black
24,11118248,11118248-9781,Unknown,Unknown,Unknown
25,11118839,11118839-9666,<18,Male,Black
26,11118851,11118851-9684,Unknown,Unknown,Unknown
27,12679344,12679344-9790,Unknown,Unknown,Unknown
28,12679353,12679353-9800,Unknown,Male,Black
29,12835935,12835935-9811,25-44,Male,Black
30,15400535,15400535-9835,Unknown,Male,Black
31,15400535,15400535-9843,Unknown,Male,Black
32,15400536,15400536-9836,18-24,Male,Black
33,15400564,15400564-9885,18-24,Male,White Hispanic
34,16631426,16631426-9900,25-44,Female,Black
35,16631450,16631450-9934,25-44,Male,White Hispanic
36,16631457,16631457-9950,Unknown,Male,Unknown
37,16631470,16631470-9968,Unknown,Unknown,Unknown
38,16631475,16631475-9976,18-24,Male,White Hispanic
39,16631479,16631479-9982,Unknown,Male,Black
40,16631482,16631482-9986,18-24,Male,Black
41,16631493,16631493-10004,Unknown,Unknown,Unknown
42,16692685,16692685-10076,18-24,Male,Black
43,16814038,16814038-10164,Unknown,Unknown,Unknown
44,16814045,16814045-10174,18-24,Male,Black
45,16895010,16895010-10186,Unknown,Male,Black
46,16895048,16895048-10234,25-44,Male,White
47,23354055,23354055-10252,18-24,Male,White Hispanic
48,23354055,23354055-10264,18-24,Male,White Hispanic
49,23354070,23354070-10272,18-24,Male,Black
50,23354120,23354120-10353,Unknown,Male,Black
51,23354137,23354137-10379,18-24,Male,Black
52,23354143,23354143-10388,18-24,Male,Black
53,23354143,23354143-10395,18-24,Male,Black
54,23354143,23354143-10399,<18,Male,Black
55,23354143,23354143-10491,18-24,Male,Black
56,23354144,23354144-10389,Unknown,Male,Black
57,23444498,23444498-10467,Unknown,Male,Black
58,23444498,23444498-10474,Unknown,Male,Black
59,23444498,23444498-10475,Unknown,Male,Black
60,23471265,23471265-10487,18-24,Male,Black
61,23525523,23525523-10519,<18,Male,Black Hispanic
62,23525528,23525528-10525,Unknown,Unknown,Unknown
63,23722471,23722471-10654,Unknown,Male,Unknown
64,23822591,23822591-10726,18-24,Male,White Hispanic
65,23904203,23904203-24901,Unknown,Unknown,Unknown
66,23904206,23904206-10789,Unknown,Male,Black
67,23904206,23904206-10790,Unknown,Male,Black
68,23945312,23945312-10811,18-24,Male,Black
69,23999557,23999557-10843,Unknown,Male,Unknown
70,23999559,23999559-10846,Unknown,Male,Black
71,24050471,24050471-10872,Unknown,Male,Black
72,24103844,24103844-10923,Unknown,Male,Black
73,24103844,24103844-10981,Unknown,Male,Black Hispanic
74,24103854,24103854-10938,Unknown,Male,Black
75,24142871,24142871-10947,Unknown,Unknown,Unknown
76,24157443,24157443-10949,Unknown,Unknown,Unknown
77,24157459,24157459-10968,Unknown,Male,Black
78,24264433,24264433-11024,25-44,Male,Black
79,24303625,24303625-11043,25-44,Male,Black
80,24320687,24320687-11050,<18,Male,White Hispanic
81,24320687,24320687-11189,<18,Male,Black
82,24320687,24320687-11888,Unknown,Male,Black
83,24320687,24320687-11889,Unknown,Male,Black
84,24418561,24418561-11082,18-24,Male,Black
85,24418561,24418561-11198,18-24,Male,Black
86,24516760,24516760-11191,25-44,Male,Black Hispanic
87,24550985,24550985-11839,Unknown,Unknown,Unknown
88,24577499,24577499-11167,Unknown,Male,Black
89,24577499,24577499-11168,Unknown,Male,Black
90,24591359,24591359-11149,25-44,Male,Black
91,24591360,24591360-11925,Unknown,Unknown,Unknown
92,24626214,24626214-11171,<18,Male,Black
93,24626218,24626218-11180,Unknown,Male,Black Hispanic
94,24643628,24643628-11203,25-44,Male,Black
95,24717009,24717009-11212,Unknown,Male,White Hispanic
96,24756397,24756397-11237,Unknown,Male,White Hispanic
97,24814495,24814495-11258,Unknown,Male,Unknown
98,24814495,24814495-11259,Unknown,Male,Unknown
99,24814495,24814495-11260,Unknown,Male,Unknown
100,24814497,24814497-11263,Unknown,Male,Black
101,24888640,24888640-11325,18-24,Male,Black
102,24888640,24888640-11326,<18,Male,Black
103,24888644,24888644-11314,Unknown,Male,Black
104,24888644,24888644-11315,Unknown,Male,Black
105,24888644,24888644-11316,Unknown,Male,Black
106,25012787,25012787-11398,<18,Male,Black
107,25139792,25139792-11442,18-24,Male,Black
108,25207004,25207004-11450,65+,Male,Black
109,25344912,25344912-11506,25-44,Male,Black
110,25344914,25344914-11508,Unknown,Male,Black
111,25490118,25490118-11559,18-24,Male,Black
112,25490118,25490118-11658,18-24,Male,Black
113,25527192,25527192-11580,Unknown,Unknown,Unknown
114,25527195,25527195-11587,Unknown,Male,Unknown
115,25574775,25574775-11611,25-44,Male,White
116,25713835,25713835-11650,Unknown,Male,Black
117,25713835,25713835-11659,Unknown,Male,Unknown
118,25713835,25713835-11660,Unknown,Male,Unknown
119,25713837,25713837-11657,18-24,Male,Black
120,25932836,25932836-11738,25-44,Male,Black
121,26010439,26010439-11803,Unknown,Unknown,Unknown
122,26233902,26233902-11854,<18,Male,Black
123,26344232,26344232-11900,25-44,Male,Black
124,26430179,26430179-11908,18-24,Male,Black
125,26439482,26439482-11957,25-44,Male,Black
126,26530375,26530375-11941,Unknown,Male,Black
127,26699360,26699360-11997,18-24,Male,Black
128,26699360,26699360-12000,18-24,Male,Black Hispanic
129,26805787,26805787-12020,Unknown,Male,Unknown
130,26805787,26805787-12025,Unknown,Male,Unknown
131,27008267,27008267-12047,Unknown,Male,Black
132,27078637,27078637-12065,18-24,Male,Black
133,27105895,27105895-12076,18-24,Male,Black
134,27126161,27126161-12106,18-24,Male,Black
135,27353809,27353809-12113,Unknown,Unknown,Unknown
136,27501000,27501000-12136,18-24,Male,Black
137,27616451,27616451-12165,<18,Male,Black
138,28187785,28187785-12188,Unknown,Male,Black
139,28206267,28206267-12189,Unknown,Male,Black
140,28206267,28206267-12203,Unknown,Male,Black
141,28349211,28349211-12266,18-24,Male,White Hispanic
142,28446322,28446322-12253,18-24,Male,White Hispanic
143,28446322,28446322-12254,18-24,Male,White Hispanic
144,28560897,28560897-12303,Unknown,Male,White Hispanic
145,28620014,28620014-12287,Unknown,Male,Black
146,28620014,28620014-12288,Unknown,Male,Black
147,28620014,28620014-12289,Unknown,Male,Black
148,28654489,28654489-12309,18-24,Male,Black
149,28883130,28883130-12856,25-44,Male,Black
150,28907941,28907941-12515,25-44,Male,Black
151,28980865,28980865-12467,18-24,Male,White Hispanic
152,29024304,29024304-12407,18-24,Male,Black
153,29059033,29059033-12417,25-44,Male,White Hispanic
154,29059033,29059033-12418,25-44,Male,White Hispanic
155,29059033,29059033-12419,18-24,Male,White Hispanic
156,29129302,29129302-12457,Unknown,Male,Black
157,29129302,29129302-12458,Unknown,Male,Black
158,29129302,29129302-12459,Unknown,Male,Black
159,29129304,29129304-12453,25-44,Male,Black
160,29129304,29129304-12599,18-24,Female,Black
161,29210901,29210901-12488,25-44,Male,Black
162,29210902,29210902-12489,Unknown,Unknown,Unknown
163,29277324,29277324-12582,18-24,Male,White Hispanic
164,29277324,29277324-13090,18-24,Male,White Hispanic
165,29277327,29277327-12501,18-24,Male,Black Hispanic
166,29301877,29301877-12525,25-44,Male,White Hispanic
167,29373509,29373509-12557,Unknown,Male,White Hispanic
168,29373511,29373511-12562,Unknown,Male,Black
169,29373511,29373511-12563,Unknown,Male,Black
170,29388844,29388844-12596,18-24,Male,White Hispanic
171,29406948,29406948-12560,25-44,Male,Black
172,32155719,32155719-12644,18-24,Male,Black
173,32155729,32155729-12627,18-24,Male,Black
174,32155731,32155731-12629,18-24,Male,Black
175,32821782,32821782-12757,45-64,Male,Black Hispanic
176,32852892,32852892-13103,18-24,Male,Black
177,32898436,32898436-13905,Unknown,Unknown,Unknown
178,32914992,32914992-12797,18-24,Male,Black
179,32949483,32949483-12810,25-44,Male,Black
180,33008214,33008214-12831,Unknown,Male,White Hispanic
181,33008215,33008215-12826,25-44,Male,Black
182,33008215,33008215-12827,25-44,Male,Black
183,33008215,33008215-12828,25-44,Male,Black
184,33008215,33008215-13018,25-44,Female,Black
185,33212236,33212236-12914,25-44,Male,Black
186,33413512,33413512-12935,18-24,Male,White Hispanic
187,33413513,33413513-12936,Unknown,Male,Black
188,33478091,33478091-13139,18-24,Male,Black Hispanic
189,33600831,33600831-13011,25-44,Male,Black
190,33617461,33617461-13014,Unknown,Male,Unknown
191,33791635,33791635-13115,18-24,Male,Black
192,33791635,33791635-13116,Unknown,Male,Black
193,33791635,33791635-13122,Unknown,Male,Unknown
194,34286633,34286633-13260,25-44,Male,Black
195,34286633,34286633-13268,Unknown,Male,Black
196,34337215,34337215-13283,Unknown,Unknown,Unknown
197,34481492,34481492-13339,18-24,Male,Black
198,34495575,34495575-13358,18-24,Male,Black
199,34495575,34495575-13359,25-44,Male,Black
200,34578685,34578685-13371,25-44,Male,White Hispanic
201,34597533,34597533-13369,<18,Male,White Hispanic
202,34597533,34597533-13370,Unknown,Male,White Hispanic
203,34597534,34597534-13375,18-24,Male,Black Hispanic
204,34720464,34720464-13565,Unknown,Male,Black
205,34864273,34864273-13447,25-44,Male,White Hispanic
206,34880351,34880351-14137,25-44,Male,Black
207,34880352,34880352-13448,Unknown,Unknown,Unknown
208,34911951,34911951-13467,Unknown,Male,Black
209,34955934,34955934-13485,<18,Male,Black
210,34979907,34979907-13487,45-64,Male,Black
211,34979907,34979907-13488,25-44,Male,Black
212,35002048,35002048-13489,18-24,Male,Black
213,35002048,35002048-13490,18-24,Male,Black
214,35002048,35002048-13491,18-24,Male,Black
215,35035756,35035756-13505,25-44,Male,Black
216,35092377,35092377-13519,25-44,Male,Black
217,35092377,35092377-14181,25-44,Male,Black
218,35114026,35114026-13515,<18,Male,Black
219,35114026,35114026-13516,Unknown,Male,Black
220,35114026,35114026-13517,Unknown,Male,Black
221,35306478,35306478-13576,65+,Male,Black
222,35357635,35357635-13580,Unknown,Male,White Hispanic
223,35357635,35357635-13581,Unknown,Male,Black Hispanic
224,35357635,35357635-13582,Unknown,Male,White Hispanic
225,35737598,35737598-13676,Unknown,Unknown,Unknown
226,35803777,35803777-13692,18-24,Male,Black
227,35803777,35803777-13693,18-24,Male,Black
228,35803777,35803777-13739,25-44,Male,Black Hispanic
229,35920656,35920656-13723,<18,Male,Black
230,36231790,36231790-13795,Unknown,Unknown,Unknown
231,36231804,36231804-13793,18-24,Male,Black
232,36260245,36260245-13935,25-44,Male,Black
233,37207860,37207860-13921,25-44,Male,Black
234,37207860,37207860-15369,18-24,Male,Black
235,37351949,37351949-13864,18-24,Male,Black
236,37401605,37401605-13885,Unknown,Male,Unknown
237,37674591,37674591-13929,Unknown,Male,Black
238,37674591,37674591-13930,Unknown,Male,Black
239,37755094,37755094-13939,45-64,Male,Black
240,37781236,37781236-13946,25-44,Male,Black
241,37882749,37882749-14009,18-24,Male,Black
242,37902718,37902718-13957,Unknown,Male,Unknown
243,38284574,38284574-13967,<18,Male,Black
244,38284574,38284574-13968,18-24,Male,Black
245,38285830,38285830-13973,18-24,Male,Black Hispanic
246,38794661,38794661-14008,Unknown,Unknown,Unknown
247,39158197,39158197-14072,Unknown,Male,Black
248,41559696,41559696-14161,18-24,Male,Black
249,44390702,44390702-14164,Unknown,Male,Black Hispanic
250,44390704,44390704-14165,25-44,Male,Black
251,44445750,44445750-14174,Unknown,Male,Black Hispanic
252,44445750,44445750-14175,Unknown,Male,Black Hispanic
253,44515781,44515781-14366,25-44,Male,Black
254,44576545,44576545-14208,18-24,Male,Black
255,44637605,44637605-14215,18-24,Male,Black
256,44637605,44637605-14436,18-24,Male,Black
257,44751683,44751683-14241,45-64,Male,White Hispanic
258,45280063,45280063-14302,18-24,Male,Black
259,45280069,45280069-14309,25-44,Male,Black
260,45374523,45374523-14326,Unknown,Male,Asian / Pacific Islander
261,45374523,45374523-14327,Unknown,Male,Black
262,45667814,45667814-15944,Unknown,Unknown,Unknown
263,45926430,45926430-14481,<18,Male,Black
264,45990089,45990089-14403,18-24,Male,Black
265,46174940,46174940-14450,Unknown,Unknown,Unknown
266,46361470,46361470-14491,25-44,Male,Black
267,46421624,46421624-14510,Unknown,Unknown,Unknown
268,46518467,46518467-14662,<18,Male,White Hispanic
269,46538078,46538078-14531,18-24,Male,White Hispanic
270,46538078,46538078-14532,18-24,Female,White Hispanic
271,46538078,46538078-14533,18-24,Male,White Hispanic
272,46538078,46538078-14534,<18,Male,White Hispanic
273,46538078,46538078-14535,<18,Male,White Hispanic
274,46538078,46538078-14549,18-24,Female,White Hispanic
275,46605242,46605242-14552,Unknown,Unknown,Unknown
276,46715548,46715548-14853,Unknown,Male,Black
277,46715567,46715567-14729,Unknown,Unknown,Unknown
278,46889819,46889819-14609,18-24,Male,Black
279,46969205,46969205-15408,25-44,Male,Black
280,46969205,46969205-15720,25-44,Male,Black
281,47064977,47064977-14651,Unknown,Male,Black
282,47447795,47447795-14948,18-24,Male,Black Hispanic
283,47515486,47515486-14788,Unknown,Unknown,Unknown
284,47851708,47851708-14892,Unknown,Unknown,Unknown
285,47851713,47851713-14817,25-44,Male,Black
286,47916279,47916279-14835,Unknown,Male,Black
287,48304779,48304779-14935,<18,Male,Black
288,48395045,48395045-15030,18-24,Male,Black
289,48418962,48418962-14965,Unknown,Male,Black
290,48480866,48480866-14970,Unknown,Unknown,Unknown
291,49194499,49194499-15005,Unknown,Male,Black
292,49255315,49255315-15151,Unknown,Unknown,Unknown
293,49294882,49294882-15185,Unknown,Unknown,Unknown
294,49514585,49514585-15056,Unknown,Unknown,Unknown
295,49541742,49541742-15128,Unknown,Unknown,Unknown
296,49609152,49609152-15065,25-44,Male,Black
297,49609152,49609152-15066,18-24,Male,Black
298,49609152,49609152-15067,18-24,Male,Black
299,49629694,49629694-15068,Unknown,Unknown,Unknown
300,49834897,49834897-15231,25-44,Male,Black
301,49913264,49913264-15098,18-24,Female,Black
302,49913264,49913264-15099,18-24,Female,Black
303,49913264,49913264-15100,18-24,Female,Black
304,49935070,49935070-15137,18-24,Male,White
305,50018403,50018403-15159,Unknown,Unknown,Unknown
306,50122013,50122013-15205,18-24,Male,Black
307,50459052,50459052-15260,Unknown,Male,Black
308,50479072,50479072-15281,Unknown,Male,Black
309,50499447,50499447-15432,18-24,Male,Black
310,50521331,50521331-15282,18-24,Male,Black
311,50521331,50521331-15474,Unknown,Male,Black
312,50685002,50685002-15516,Unknown,Unknown,Unknown
313,50685012,50685012-15324,Unknown,Male,White Hispanic
314,50703403,50703403-15330,Unknown,Male,Black
315,50821744,50821744-15444,18-24,Male,Black
316,50821744,50821744-15554,18-24,Male,Black
317,50821748,50821748-20484,18-24,Male,Black
318,50864319,50864319-15368,<18,Male,Black
319,51338335,51338335-15394,Unknown,Unknown,Unknown
320,51338335,51338335-15449,Unknown,Unknown,Unknown
321,51338335,51338335-15450,Unknown,Unknown,Unknown
322,51338336,51338336-15453,<18,Male,Black
323,51359383,51359383-15730,Unknown,Unknown,Unknown
324,51438899,51438899-15411,18-24,Male,Black
325,51559656,51559656-15552,Unknown,Unknown,Unknown
326,51624421,51624421-15478,25-44,Male,Black
327,51764332,51764332-15501,Unknown,Male,Black
328,51764332,51764332-15502,Unknown,Male,Black
329,9953245,9953245-9037,18-24,Male,Black
330,9953250,9953250-9044,25-44,Male,Black
331,9953250,9953250-9196,18-24,Male,Black
332,9953255,9953255-9049,18-24,Male,Black
333,9953255,9953255-9066,18-24,Male,Black
334,10038648,10038648-9099,Unknown,Male,Unknown
335,10137421,10137421-9137,<18,Male,Black
336,10137425,10137425-9144,Unknown,Male,Black
337,10137425,10137425-9157,Unknown,Male,Black
338,10187521,10187521-9221,18-24,Male,White Hispanic
339,10240253,10240253-9250,Unknown,Male,White Hispanic
340,10411003,10411003-9319,25-44,Male,Black
341,10411010,10411010-9326,Unknown,Male,Black
342,10411010,10411010-9335,Unknown,Male,Black
343,10454374,10454374-9363,Unknown,Male,Black
344,10619050,10619050-9391,25-44,Male,Black
345,10619089,10619089-9447,18-24,Male,Black
346,10660753,10660753-9469,Unknown,Unknown,Unknown
347,10660761,10660761-9478,Unknown,Male,Black
348,10660761,10660761-9482,Unknown,Male,Black
349,10713410,10713410-9509,18-24,Male,Black Hispanic
350,10764211,10764211-9521,Unknown,Male,Black
351,10764211,10764211-9522,Unknown,Male,Black
352,10764211,10764211-9525,Unknown,Male,Black
353,10804589,10804589-9541,Unknown,Unknown,Unknown
354,10904920,10904920-9615,18-24,Male,Black
355,10904920,10904920-9616,18-24,Male,Black
356,10953933,10953933-9632,18-24,Male,Black
357,10953939,10953939-9645,25-44,Male,Asian / Pacific Islander
358,11118238,11118238-9767,Unknown,Male,Black
359,11118249,11118249-9784,Unknown,Unknown,Unknown
360,11118852,11118852-9685,Unknown,Unknown,Unknown
361,11118855,11118855-9689,18-24,Male,Black
362,12679347,12679347-9794,25-44,Male,Black
363,12835937,12835937-9813,Unknown,Unknown,Unknown
364,12835953,12835953-9831,<18,Male,Black
365,12835953,12835953-11794,25-44,Male,Black
366,15400544,15400544-9855,18-24,Male,Black
367,15400544,15400544-9891,Unknown,Male,Black
368,16631432,16631432-9911,18-24,Male,Black
369,16631445,16631445-9927,Unknown,Male,Black
370,16631445,16631445-9928,Unknown,Male,Black
371,16631448,16631448-9932,Unknown,Unknown,Unknown
372,16631497,16631497-10012,25-44,Male,Black
373,16631512,16631512-10036,Unknown,Unknown,Unknown
374,16692671,16692671-10049,<18,Male,White Hispanic
375,16692678,16692678-10063,18-24,Male,Black
376,16733761,16733761-10092,25-44,Male,Black
377,16814009,16814009-10119,18-24,Male,Black
378,16814017,16814017-10130,Unknown,Male,Black
379,16814017,16814017-10131,Unknown,Male,Black
380,16814028,16814028-10145,Unknown,Unknown,Unknown
381,23354051,23354051-10246,25-44,Male,Black
382,23354060,23354060-10257,Unknown,Male,Unknown
383,23354069,23354069-10271,Unknown,Male,Black
384,23354096,23354096-10303,Unknown,Unknown,Unknown
385,23354098,23354098-10307,18-24,Male,Black
386,23421788,23421788-10423,25-44,Male,White Hispanic
387,23421789,23421789-10424,Unknown,Male,White Hispanic
388,23501816,23501816-10496,25-44,Male,Black
389,23512407,23512407-10507,Unknown,Unknown,Unknown
390,23525525,23525525-10522,Unknown,Unknown,Unknown
391,23525530,23525530-10527,Unknown,Male,Black
392,23525530,23525530-10531,Unknown,Male,Black
393,23588709,23588709-10554,18-24,Male,Black
394,23588711,23588711-10560,18-24,Male,Black
395,23588714,23588714-10566,18-24,Male,Black
396,23613983,23613983-10579,18-24,Male,Black
397,23650228,23650228-10612,<18,Male,Black
398,23678697,23678697-10634,18-24,Male,Black
399,23678697,23678697-10637,25-44,Male,Black
400,23678697,23678697-10638,25-44,Male,Black
401,23694318,23694318-10636,Unknown,Unknown,Unknown
402,23694320,23694320-10642,25-44,Male,Black
403,23694321,23694321-10646,18-24,Male,Black
404,23722472,23722472-10655,Unknown,Male,Black
405,23733990,23733990-10666,Unknown,Unknown,Unknown
406,23749371,23749371-10676,Unknown,Male,Black
407,23791860,23791860-10708,18-24,Male,Black
408,23791861,23791861-10710,Unknown,Male,White Hispanic
409,23904204,23904204-10787,25-44,Male,Black
410,23904205,23904205-10788,18-24,Male,Black
411,23904207,23904207-10791,Unknown,Male,Black
412,23934576,23934576-10802,Unknown,Male,Black
413,23945315,23945315-10814,Unknown,Male,White Hispanic
414,23957547,23957547-10830,25-44,Male,Black
415,23974387,23974387-10835,25-44,Male,White
416,24050493,24050493-10897,18-24,Male,Black
417,24103838,24103838-10915,Unknown,Unknown,Unknown
418,24103850,24103850-10933,Unknown,Male,Black
419,24157456,24157456-10965,25-44,Male,Black
420,24157457,24157457-10966,18-24,Male,Black
421,24248673,24248673-11006,25-44,Male,White Hispanic
422,24264428,24264428-11017,<18,Male,White Hispanic
423,24347272,24347272-11067,Unknown,Male,Black
424,24360988,24360988-11078,25-44,Male,Black
425,24418564,24418564-11296,<18,Male,Black
426,24434213,24434213-11092,18-24,Male,Black
427,24434213,24434213-11286,18-24,Male,Black Hispanic
428,24449552,24449552-11109,Unknown,Male,Black
429,24449552,24449552-11110,Unknown,Male,Black
430,24449552,24449552-11111,Unknown,Male,Black
431,24550982,24550982-11358,18-24,Male,Black
432,24565928,24565928-11136,Unknown,Male,Black
433,24626211,24626211-11164,Unknown,Male,Black Hispanic
434,24626212,24626212-11163,18-24,Male,Black
435,24717007,24717007-11222,25-44,Male,Black Hispanic
436,24717007,24717007-11223,25-44,Male,Black Hispanic
437,24888647,24888647-11330,18-24,Male,White
438,24930773,24930773-11344,18-24,Male,Black
439,24954784,24954784-11367,18-24,Male,Black
440,25036116,25036116-11402,45-64,Male,White
441,25036117,25036117-11403,Unknown,Male,Black
442,25111764,25111764-11430,25-44,Male,Black
443,25111764,25111764-11431,25-44,Female,Black
444,25127994,25127994-11441,Unknown,Male,Black
445,25217936,25217936-11504,Unknown,Unknown,Unknown
446,25257129,25257129-11481,25-44,Male,Black Hispanic
447,25370560,25370560-11530,Unknown,Male,Black
448,25370561,25370561-11517,Unknown,Unknown,Unknown
449,25466215,25466215-11547,25-44,Male,Black
450,25466215,25466215-11752,25-44,Female,Black
451,25466217,25466217-11568,Unknown,Male,Black
452,25476053,25476053-11561,25-44,Male,Black Hispanic
453,25511190,25511190-11579,25-44,Male,Black
454,25527194,25527194-11584,Unknown,Unknown,Unknown
455,25544429,25544429-11588,18-24,Male,Black
456,25544429,25544429-12144,25-44,Male,White Hispanic
457,25701537,25701537-11921,Unknown,Male,Black
458,25701537,25701537-11922,Unknown,Male,Black
459,25738129,25738129-11962,Unknown,Male,Unknown
460,25754259,25754259-11667,<18,Male,Black Hispanic
461,25786523,25786523-11976,Unknown,Male,Black
462,25786523,25786523-11977,Unknown,Male,Black
463,25801103,25801103-11687,<18,Male,Black
464,25801103,25801103-11688,Unknown,Male,Black
465,25832921,25832921-11684,Unknown,Male,White
466,25832921,25832921-11685,Unknown,Male,White
467,25881909,25881909-11707,Unknown,Male,Black Hispanic
468,25881912,25881912-11717,18-24,Male,Black
469,25881912,25881912-11718,Unknown,Male,Black
470,25896930,25896930-11720,Unknown,Male,White
471,26022835,26022835-11773,18-24,Male,White Hispanic
472,26022835,26022835-11824,25-44,Male,White Hispanic
473,26103371,26103371-11845,25-44,Male,Black
474,26164651,26164651-11818,<18,Male,White Hispanic
475,26164651,26164651-11862,25-44,Male,Black
476,26197186,26197186-11834,18-24,Male,Black
477,26197189,26197189-11848,18-24,Male,White Hispanic
478,26197189,26197189-11849,<18,Male,White Hispanic
479,26197189,26197189-11994,18-24,Male,White Hispanic
480,26197189,26197189-12114,<18,Male,White Hispanic
481,26197189,26197189-12115,18-24,Male,White Hispanic
482,26269972,26269972-11936,Unknown,Male,Black Hispanic
483,26344235,26344235-11901,Unknown,Unknown,Unknown
484,26570239,26570239-11964,25-44,Male,Black
485,26570239,26570239-11965,Unknown,Male,Black
486,26685419,26685419-11998,Unknown,Male,Black
487,26685419,26685419-11999,Unknown,Male,Black
488,26755982,26755982-12034,25-44,Female,White Hispanic
489,26823542,26823542-12013,Unknown,Male,Black
490,26823542,26823542-12014,Unknown,Male,Black
491,26947145,26947145-12043,25-44,Male,Black
492,27196491,27196491-12094,Unknown,Unknown,Unknown
493,27369603,27369603-12141,Unknown,Male,Black
494,27369603,27369603-12142,Unknown,Male,Black
495,27369603,27369603-12143,Unknown,Male,Black
496,27606750,27606750-12156,18-24,Male,Black
497,27606750,27606750-12157,18-24,Male,Black
498,27606750,27606750-12158,25-44,Male,Black
499,27606750,27606750-12159,<18,Male,Black
500,28206269,28206269-12202,18-24,Male,Black Hispanic
501,28224890,28224890-12195,25-44,Male,White Hispanic
502,28224893,28224893-12199,25-44,Male,Black
503,28285980,28285980-12230,25-44,Male,Black
504,28560898,28560898-12295,18-24,Male,Black
505,28609126,28609126-12280,18-24,Male,White Hispanic
506,28848168,28848168-12518,Unknown,Male,Black
507,29059037,29059037-12424,25-44,Male,Black
508,29191552,29191552-12486,Unknown,Male,Black
509,29191555,29191555-12484,Unknown,Unknown,Unknown
510,29210900,29210900-12510,Unknown,Male,Black Hispanic
511,29210900,29210900-12511,Unknown,Male,Black
512,29230193,29230193-12495,18-24,Male,Black
513,29230193,29230193-12512,25-44,Male,Black
514,29406945,29406945-12558,25-44,Male,White Hispanic
515,32155717,32155717-12607,18-24,Male,Black Hispanic
516,32155718,32155718-12608,25-44,Male,Black
517,32155722,32155722-12679,18-24,Male,Black
518,32155726,32155726-12838,25-44,Male,Black
519,32155730,32155730-12635,Unknown,Unknown,Unknown
520,32155730,32155730-12636,Unknown,Unknown,Unknown
521,32288648,32288648-14010,25-44,Male,Black
522,32564597,32564597-12700,<18,Male,Black
523,32564597,32564597-12701,Unknown,Male,Black
524,32564597,32564597-12702,Unknown,Male,Black
525,32564597,32564597-12703,Unknown,Male,Black
526,32704129,32704129-12712,Unknown,Male,Black
527,32835037,32835037-12775,Unknown,Male,Black
528,32878659,32878659-12781,25-44,Male,Black
529,32898443,32898443-13291,Unknown,Unknown,Unknown
530,32966723,32966723-12813,Unknown,Unknown,Unknown
531,32966723,32966723-12814,Unknown,Unknown,Unknown
532,33074698,33074698-12849,25-44,Male,Black
533,33075859,33075859-12850,18-24,Male,Black
534,33136732,33136732-12873,18-24,Male,Black
535,33227810,33227810-12910,Unknown,Unknown,Black
536,33244461,33244461-12904,18-24,Male,Black Hispanic
537,33397041,33397041-13023,18-24,Male,Black
538,33535832,33535832-12989,Unknown,Male,Black
539,33535832,33535832-13042,Unknown,Male,Black
540,33535834,33535834-12994,Unknown,Male,Black
541,33535836,33535836-13153,Unknown,Male,Black
542,33588504,33588504-13072,<18,Male,Black
543,33588504,33588504-13073,25-44,Male,Black
544,33635417,33635417-13019,18-24,Male,Black Hispanic
545,33691637,33691637-13052,Unknown,Male,Black
546,33725007,33725007-13085,<18,Male,White Hispanic
547,33725009,33725009-13067,25-44,Male,Black
548,33725013,33725013-13290,18-24,Male,Black
549,33932114,33932114-13150,Unknown,Male,Black
550,33977877,33977877-13171,25-44,Male,Black
551,33977877,33977877-13350,Unknown,Unknown,Unknown
552,34038590,34038590-13199,Unknown,Male,Black
553,34038590,34038590-13203,Unknown,Male,Black
554,34038590,34038590-13204,Unknown,Male,Black
555,34038591,34038591-13200,25-44,Male,Black
556,34098089,34098089-14162,18-24,Male,Black
557,34177179,34177179-13233,Unknown,Male,Black
558,34177179,34177179-13292,25-44,Male,Black
559,34210387,34210387-14127,18-24,Unknown,Black
560,34307319,34307319-13297,18-24,Male,White Hispanic
561,34307319,34307319-13298,25-44,Male,White Hispanic
562,34319321,34319321-13277,18-24,Male,Black
