,INCIDENT_KEY,PERP_ID,PERP_AGE_GROUP,PERP_SEX,PERP_RACE
4973,72164105,72164105-18587,25-44,Male,Unknown
4974,72164105,72164105-19118,25-44,Male,White Hispanic
4975,72236129,72236129-18539,18-24,Male,Black
4976,72236129,72236129-18553,18-24,Male,Black
4977,72294290,72294290-18506,Unknown,Male,Black
4978,72387502,72387502-18537,18-24,Male,Black
4979,72483463,72483463-18578,Unknown,Unknown,Unknown
4980,72483463,72483463-18579,Unknown,Unknown,Unknown
4981,72519493,72519493-18615,18-24,Male,Black
4982,72569994,72569994-18616,25-44,Male,Black
4983,72569994,72569994-18617,25-44,Male,Black
4984,72569994,72569994-18618,18-24,Male,Black
4985,72616285,72616285-18610,18-24,Male,Black
4986,72616285,72616285-18611,18-24,Male,Black
4987,72616285,72616285-18943,25-44,Male,Black
4988,72627097,72627097-18652,25-44,Male,Black
4989,72732793,72732793-18635,<18,Male,Black
4990,72732793,72732793-18636,18-24,Male,Black
4991,72837479,72837479-18706,25-44,Male,Black
4992,72838988,72838988-19468,18-24,Male,Black
4993,72845444,72845444-18687,25-44,Male,Black
4994,72845444,72845444-20952,25-44,Male,Black
4995,72915228,72915228-18688,Unknown,Male,Black Hispanic
4996,73274427,73274427-18755,Unknown,Male,Black Hispanic
4997,73274427,73274427-18756,Unknown,Male,White Hispanic
4998,73274427,73274427-18757,Unknown,Male,White Hispanic
4999,73290968,73290968-18764,18-24,Male,Black Hispanic
5000,73388086,73388086-18792,25-44,Male,Black
5001,73388086,73388086-18793,<18,Male,Black
5002,73405392,73405392-18800,Unknown,Unknown,Unknown
5003,73454221,73454221-18824,Unknown,Unknown,Unknown
5004,73620302,73620302-18878,Unknown,Unknown,Unknown
5005,73741757,73741757-18924,Unknown,Male,Black
5006,73840042,73840042-18959,<18,Male,Black
5007,73840042,73840042-18969,18-24,Male,Black
5008,73940040,73940040-19032,18-24,Male,Black
5009,73940040,73940040-19033,18-24,Male,Black Hispanic
5010,73950619,73950619-19125,18-24,Male,Black
5011,74007606,74007606-18996,Unknown,Unknown,Unknown
5012,74145753,74145753-19195,18-24,Male,Black
5013,74153298,74153298-19151,18-24,Male,White Hispanic
5014,74153298,74153298-19152,<18,Male,Black
5015,74155080,74155080-19085,25-44,Male,Black
5016,74356046,74356046-19107,Unknown,Unknown,Unknown
5017,74363323,74363323-19108,Unknown,Unknown,Unknown
5018,74363878,74363878-19120,Unknown,Male,White
5019,74666623,74666623-19403,18-24,Male,White Hispanic
5020,74666623,74666623-20493,18-24,Female,Black
5021,74740765,74740765-19231,18-24,Male,Black
5022,74740765,74740765-19232,25-44,Male,Black
5023,74843466,74843466-19267,<18,Male,Black Hispanic
5024,74935669,74935669-19344,<18,Male,Black
5025,74960840,74960840-19302,18-24,Male,Black Hispanic
5026,75118647,75118647-19355,<18,Male,Black
5027,75128830,75128830-19367,Unknown,Male,Black
5028,75187781,75187781-19385,Unknown,Male,Black
5029,75233800,75233800-19427,25-44,Male,Black Hispanic
5030,75330409,75330409-19425,25-44,Male,Black Hispanic
5031,75330409,75330409-19426,18-24,Male,White Hispanic
5032,75340694,75340694-19448,18-24,Male,Black
5033,75696994,75696994-19494,<18,Male,Black
5034,75760197,75760197-19513,45-64,Male,White Hispanic
5035,75948844,75948844-19544,25-44,Male,Black
5036,75948844,75948844-19545,25-44,Male,Black
5037,76865005,76865005-22436,25-44,Male,Black
5038,76880712,76880712-19680,18-24,Male,Black
5039,77211917,77211917-19773,<18,Male,White Hispanic
5040,77324090,77324090-19770,25-44,Male,Black
5041,77634190,77634190-19870,25-44,Male,Black
5042,77685240,77685240-19856,18-24,Male,Black
5043,77792812,77792812-19882,25-44,Male,Black
5044,78149440,78149440-19959,18-24,Male,Black
5045,78267684,78267684-19973,25-44,Male,Black
5046,78309904,78309904-19983,18-24,Male,Black
5047,78406428,78406428-20008,18-24,Male,Black
5048,78498782,78498782-20030,Unknown,Male,Unknown
5049,79196798,79196798-20226,18-24,Male,Black
5050,79550482,79550482-20265,Unknown,Male,Black
5051,79624389,79624389-20343,18-24,Male,Black
5052,79624389,79624389-20344,18-24,Male,Black
5053,79624389,79624389-26037,18-24,Male,Black
5054,79624389,79624389-26059,25-44,Male,Black
5055,79853880,79853880-20372,25-44,Male,Black
5056,79862495,79862495-20388,<18,Male,Black
5057,79939860,79939860-25265,25-44,Male,White Hispanic
5058,79939860,79939860-25318,25-44,Male,Black
5059,79970079,79970079-20408,25-44,Male,White Hispanic
5060,80004689,80004689-20763,<18,Male,Black
5061,80017616,80017616-20428,18-24,Male,Black
5062,80084964,80084964-20534,<18,Male,Unknown
5063,80084964,80084964-20590,<18,Male,Black Hispanic
5064,80165927,80165927-20551,18-24,Male,Black
5065,80200183,80200183-20499,18-24,Male,Black
5066,80200183,80200183-20714,18-24,Male,Black
5067,80200183,80200183-20753,18-24,Male,Black
5068,80283555,80283555-20752,18-24,Male,Black Hispanic
5069,80573513,80573513-20705,25-44,Male,White Hispanic
5070,80573513,80573513-20706,25-44,Male,Black
5071,80627757,80627757-20681,18-24,Male,Black
5072,80627757,80627757-20683,25-44,Male,Black
5073,80667853,80667853-22014,18-24,Male,White Hispanic
5074,80667853,80667853-22015,18-24,Male,Black
5075,80991314,80991314-21185,18-24,Male,Black
5076,81217008,81217008-20980,18-24,Male,Black
5077,81232260,81232260-20859,18-24,Male,Black Hispanic
5078,81291677,81291677-20881,Unknown,Unknown,Unknown
5079,81291677,81291677-21008,18-24,Male,Black
5080,81446347,81446347-20944,18-24,Male,Black
5081,81701068,81701068-21142,45-64,Male,Black
5082,81778269,81778269-20983,18-24,Male,Black
5083,81896000,81896000-21013,<18,Male,Black
5084,82009456,82009456-21027,25-44,Male,Black
5085,82122313,82122313-21066,25-44,Male,Black
5086,82141824,82141824-21773,25-44,Male,Black
5087,82141824,82141824-21774,25-44,Male,Black
5088,82228822,82228822-21123,18-24,Male,Black
5089,82340788,82340788-21112,45-64,Male,White Hispanic
5090,82419907,82419907-22003,18-24,Male,White Hispanic
5091,82442839,82442839-21151,18-24,Male,Black
5092,82504512,82504512-21144,18-24,Male,Black
5093,82600438,82600438-21162,<18,Male,Black
5094,82603051,82603051-21164,18-24,Female,White Hispanic
5095,83765392,83765392-21392,25-44,Male,Black
5096,83891746,83891746-21427,18-24,Male,Black
5097,84117574,84117574-21476,25-44,Male,Black
5098,84775389,84775389-24042,25-44,Male,Black
5099,84782384,84782384-23084,18-24,Male,Black Hispanic
5100,84816002,84816002-21606,18-24,Male,Black
5101,84854142,84854142-21586,45-64,Male,Black
5102,84854142,84854142-21587,18-24,Male,Black
5103,84953665,84953665-21700,18-24,Male,Black
5104,84998803,84998803-22049,18-24,Male,Black
5105,85238048,85238048-21666,25-44,Male,White Hispanic
5106,85416761,85416761-21708,25-44,Male,Black
5107,85420868,85420868-21878,18-24,Male,White Hispanic
5108,85500512,85500512-21736,18-24,Male,White
5109,85556013,85556013-21810,25-44,Male,Black
5110,85556013,85556013-21811,18-24,Male,Black
5111,85556013,85556013-21896,25-44,Male,Black
5112,85717168,85717168-21799,25-44,Male,Black Hispanic
5113,85744502,85744502-22054,45-64,Female,Black
5114,85744502,85744502-22055,25-44,Male,Black
5115,86096900,86096900-24088,18-24,Male,Black
5116,86325045,86325045-21920,18-24,Male,Black
5117,86325045,86325045-21921,18-24,Male,Black
5118,86607093,86607093-22129,18-24,Male,Black
5119,86772745,86772745-22019,18-24,Male,Black
5120,87001214,87001214-27315,18-24,Male,Black
5121,87020674,87020674-22193,25-44,Male,Black
5122,87494807,87494807-22454,25-44,Male,Black
5123,87531795,87531795-22170,18-24,Male,Black
5124,87632782,87632782-22447,25-44,Male,Black
5125,87632782,87632782-22448,18-24,Male,Black
5126,87632782,87632782-22449,<18,Male,Black
5127,87915621,87915621-22238,25-44,Male,White Hispanic
5128,87915621,87915621-22246,18-24,Male,White Hispanic
5129,88068429,88068429-22262,25-44,Male,Black
5130,88342733,88342733-22533,<18,Male,Black
5131,88405640,88405640-22336,25-44,Male,White
5132,88442130,88442130-22344,18-24,Male,Black
5133,88618115,88618115-22398,Unknown,Male,Black Hispanic
5134,88618115,88618115-22403,25-44,Male,Black
5135,88690811,88690811-22418,25-44,Male,Black
5136,88690811,88690811-27287,Unknown,Male,Unknown
5137,89519104,89519104-22579,18-24,Female,Black
5138,89552804,89552804-22518,45-64,Male,Black Hispanic
5139,89695415,89695415-22538,25-44,Male,Black
5140,90075275,90075275-22607,18-24,Male,Black
5141,90215684,90215684-22644,25-44,Male,Black
5142,90215684,90215684-22645,25-44,Male,Black
5143,90333300,90333300-22769,Unknown,Male,Black
5144,90616235,90616235-22684,18-24,Male,Black
5145,90677637,90677637-22706,<18,Male,Black
5146,90884669,90884669-26192,45-64,Male,Black
5147,90925984,90925984-22891,18-24,Male,Black
5148,90928718,90928718-22725,18-24,Male,Black
5149,90984934,90984934-22749,18-24,Male,Black
5150,91182068,91182068-23329,25-44,Male,Black
5151,91182068,91182068-23330,25-44,Male,Black
5152,91285416,91285416-22782,18-24,Male,White Hispanic
5153,91285416,91285416-22784,18-24,Male,Black
5154,91285416,91285416-22785,18-24,Male,White Hispanic
5155,91285416,91285416-22786,25-44,Male,Black
5156,91324170,91324170-22820,18-24,Male,Black
5157,91428019,91428019-22800,18-24,Male,Black
5158,91472649,91472649-23263,18-24,Male,Black
5159,91801776,91801776-23491,18-24,Male,Black
5160,91962980,91962980-22877,25-44,Male,Black
5161,92134212,92134212-24040,18-24,Male,Black
5162,92152091,92152091-22952,25-44,Male,White Hispanic
5163,92275693,92275693-22942,25-44,Male,Black
5164,92283061,92283061-23006,Unknown,Unknown,Unknown
5165,92403281,92403281-22973,18-24,Male,Black
5166,92507603,92507603-23015,25-44,Male,Black
5167,92587460,92587460-23159,25-44,Male,Black
5168,92747298,92747298-23026,18-24,Male,Black
5169,92802627,92802627-23068,25-44,Male,Black
5170,92858310,92858310-25283,18-24,Male,Black Hispanic
5171,92941490,92941490-23046,25-44,Male,Black
5172,92952535,92952535-23081,18-24,Male,Black
5173,93031136,93031136-23122,18-24,Male,Black
5174,93053470,93053470-23115,25-44,Male,Black
5175,93053470,93053470-23116,25-44,Male,Black
5176,93285851,93285851-23423,18-24,Male,Black
5177,93785791,93785791-23185,18-24,Male,Black Hispanic
5178,93867900,93867900-23180,18-24,Male,White Hispanic
5179,93942448,93942448-23190,45-64,Male,Black
5180,94182832,94182832-23361,<18,Male,Black
5181,94199818,94199818-23253,18-24,Male,Black Hispanic
5182,94738552,94738552-23368,18-24,Male,Black
5183,94738552,94738552-23369,18-24,Male,Black Hispanic
5184,95358498,95358498-23527,18-24,Male,Black
5185,95358499,95358499-23438,25-44,Male,Unknown
5186,95504871,95504871-23460,18-24,Male,Black
5187,95504871,95504871-23463,25-44,Male,Black
5188,136393517,136393517-23534,18-24,Male,Asian / Pacific Islander
5189,136463544,136463544-23558,18-24,Male,Black
5190,136463810,136463810-23652,18-24,Male,Black
5191,136506640,136506640-23553,25-44,Male,Black
5192,136563288,136563288-24836,25-44,Male,White Hispanic
5193,136598716,136598716-23683,25-44,Male,Black
5194,136696663,136696663-23599,18-24,Male,Black
5195,136802073,136802073-23880,<18,Male,Black
5196,136867075,136867075-23620,25-44,Male,Black
5197,136931242,136931242-23876,25-44,Male,Black Hispanic
5198,136939283,136939283-25366,18-24,Male,Black
5199,137047328,137047328-23648,25-44,Male,Black
5200,137047328,137047328-23790,25-44,Male,Black
5201,137067716,137067716-23656,18-24,Male,Black
5202,137108328,137108328-23658,25-44,Female,Black
5203,137109371,137109371-23661,25-44,Male,Black
5204,137366592,137366592-23730,18-24,Male,Black
5205,137585670,137585670-23862,25-44,Male,Black
5206,137585671,137585671-23772,18-24,Male,Black Hispanic
5207,137696446,137696446-23860,25-44,Male,White Hispanic
5208,137696446,137696446-24138,18-24,Male,White Hispanic
5209,138145342,138145342-23899,25-44,Male,White
5210,138154767,138154767-23900,25-44,Male,Black
5211,138255972,138255972-23815,<18,Male,Black
5212,138364298,138364298-23851,18-24,Male,Black
5213,138364299,138364299-23857,18-24,Male,Black
5214,138364299,138364299-23858,18-24,Male,Black
5215,138364631,138364631-23922,25-44,Male,Black
5216,138477082,138477082-23918,18-24,Male,Black
5217,138533040,138533040-23963,18-24,Male,Black
5218,138533040,138533040-23984,18-24,Male,Black
5219,138579728,138579728-24181,18-24,Male,Black
5220,138811933,138811933-24084,25-44,Male,Black
5221,138826417,138826417-23958,18-24,Male,Black
5222,138833195,138833195-23924,25-44,Male,Black
5223,138899428,138899428-23944,18-24,Male,Black
5224,139213880,139213880-23990,25-44,Male,Black
5225,139213880,139213880-24000,45-64,Male,Black
5226,139242206,139242206-24019,18-24,Male,White Hispanic
5227,139461308,139461308-24024,25-44,Male,Black
5228,139474289,139474289-24021,18-24,Male,White Hispanic
5229,139621460,139621460-24057,18-24,Male,Black
5230,139621460,139621460-24058,18-24,Male,Black
5231,139621460,139621460-24059,18-24,Male,Black
5232,140168265,140168265-24219,18-24,Male,White Hispanic
5233,140340267,140340267-24215,25-44,Male,Black
5234,140340267,140340267-24228,25-44,Male,Black
5235,140340336,140340336-25051,25-44,Male,Black
5236,140340336,140340336-25052,18-24,Male,Black
5237,140340336,140340336-25053,18-24,Male,Black
5238,140351125,140351125-24392,18-24,Male,Black
5239,140351125,140351125-24393,<18,Male,Black
5240,140480086,140480086-25602,18-24,Male,Black
5241,140670949,140670949-24300,18-24,Male,Black
5242,140965517,140965517-24330,25-44,Male,Black
5243,141265343,141265343-24424,18-24,Male,Black
5244,141392654,141392654-24360,18-24,Male,Black
5245,141392654,141392654-24361,18-24,Male,Black
5246,141546979,141546979-24515,<18,Male,Black
5247,141799308,141799308-24952,25-44,Male,Black
5248,142091374,142091374-24957,25-44,Male,White Hispanic
5249,142247303,142247303-24481,18-24,Male,Black
5250,142414015,142414015-24570,18-24,Male,Black
5251,143008673,143008673-24669,18-24,Male,Black
5252,143300498,143300498-24523,<18,Male,Black
5253,143582955,143582955-27296,25-44,Male,Black
5254,143582955,143582955-27303,25-44,Male,Black
5255,143613173,143613173-24597,45-64,Male,Black
5256,143613173,143613173-24598,45-64,Male,Black
5257,143871850,143871850-24575,18-24,Male,Black Hispanic
5258,143907466,143907466-24594,18-24,Male,Black Hispanic
5259,143922865,143922865-24595,18-24,Male,Black
5260,143922865,143922865-24596,18-24,Male,Black
5261,144055498,144055498-25399,<18,Male,Black
5262,144641364,144641364-24653,25-44,Male,Black
5263,145066207,145066207-24892,18-24,Female,Black
5264,145066207,145066207-27072,25-44,Male,Black
5265,145283860,145283860-24709,25-44,Male,Black
5266,145627019,145627019-25405,25-44,Male,Black
5267,145627020,145627020-24736,18-24,Male,Black
5268,145778391,145778391-24779,<18,Male,Black
5269,145872192,145872192-24763,25-44,Male,Black
5270,146096126,146096126-24804,18-24,Male,Black
5271,146322369,146322369-24791,45-64,Male,Black
5272,146417252,146417252-24828,25-44,Male,Black
5273,146564482,146564482-24863,18-24,Male,Black
5274,146564482,146564482-24875,18-24,Male,Black
5275,147117756,147117756-24966,25-44,Male,Black
5276,147609591,147609591-25014,25-44,Male,Black
5277,147609591,147609591-25017,18-24,Male,Black
5278,147654906,147654906-25000,25-44,Male,White
5279,147654906,147654906-25047,18-24,Male,White Hispanic
5280,147843406,147843406-25034,25-44,Male,Black
5281,147843406,147843406-25035,25-44,Male,Black
5282,147843406,147843406-25036,25-44,Male,Black
5283,148429887,148429887-25070,18-24,Male,Black
5284,148649687,148649687-25202,25-44,Male,Black
5285,149347432,149347432-25147,<18,Male,Black
5286,149454098,149454098-25354,25-44,Male,Black
5287,149745527,149745527-25160,25-44,Male,White
5288,150399303,150399303-25224,18-24,Male,White Hispanic
5289,151113817,151113817-25337,25-44,Male,Black
5290,152216263,152216263-25510,25-44,Male,Black
5291,153273026,153273026-25435,25-44,Male,White Hispanic
5292,153332426,153332426-25580,25-44,Male,Black
5293,153575113,153575113-25478,18-24,Male,Black
5294,153575113,153575113-25502,18-24,Male,Black
5295,153655025,153655025-25517,18-24,Male,Black
5296,153710637,153710637-25462,25-44,Male,Black
5297,154049393,154049393-25492,25-44,Male,Black
5298,154080950,154080950-25585,25-44,Male,Black
5299,154563862,154563862-25570,18-24,Male,White Hispanic
5300,154563862,154563862-25571,18-24,Male,Black Hispanic
5301,154650615,154650615-25549,18-24,Male,Black
5302,154837221,154837221-25568,18-24,Male,White Hispanic
5303,154999119,154999119-25584,18-24,Male,Black Hispanic
5304,155036099,155036099-26209,25-44,Male,White Hispanic
5305,155372444,155372444-25595,25-44,Male,Black
5306,155372446,155372446-25692,25-44,Male,Black
5307,155372446,155372446-25693,18-24,Female,Black
5308,155509200,155509200-25630,18-24,Female,Black
5309,155552963,155552963-25965,18-24,Male,Black
5310,155995755,155995755-25669,25-44,Male,Black
5311,156245994,156245994-26270,25-44,Male,Black
5312,156456020,156456020-25718,25-44,Male,Black Hispanic
5313,156456020,156456020-25719,25-44,Male,White Hispanic
5314,156610142,156610142-26633,18-24,Male,White Hispanic
5315,156756671,156756671-25808,25-44,Male,Black
5316,156853220,156853220-25758,18-24,Male,Black
5317,156853220,156853220-25762,18-24,Male,Black
5318,157055740,157055740-26406,<18,Male,White Hispanic
5319,157531374,157531374-25830,18-24,Male,Black Hispanic
5320,157531374,157531374-25842,18-24,Male,White Hispanic
5321,157629233,157629233-25834,25-44,Male,Black
5322,159259635,159259635-25971,18-24,Male,Black Hispanic
5323,159259635,159259635-25984,45-64,Male,Black
5324,159801498,159801498-26038,18-24,Male,Black
5325,160509027,160509027-26135,18-24,Male,Black
5326,160509027,160509027-26496,25-44,Female,Black
5327,161304125,161304125-26092,18-24,Male,Black
5328,161304127,161304127-26103,25-44,Male,White Hispanic
5329,161304127,161304127-26138,25-44,Male,White Hispanic
5330,161531703,161531703-26175,25-44,Male,Black
5331,161644002,161644002-26115,18-24,Female,Black
5332,162514439,162514439-26167,25-44,Male,Black
5333,162549434,162549434-26170,45-64,Male,White
5334,163401573,163401573-1,45-64,Male,Black
5335,163703970,163703970-26275,18-24,Male,Black
5336,164577213,164577213-26316,<18,Male,Black
5337,164781178,164781178-26320,25-44,Male,Asian / Pacific Islander
5338,165492097,165492097-26367,25-44,Male,Black
5339,165492105,165492105-26380,25-44,Male,Black
5340,166660831,166660831-26459,<18,Male,Black
5341,166886662,166886662-26464,25-44,Male,Black
5342,167468073,167468073-26518,25-44,Male,Black
5343,168231380,168231380-26819,25-44,Male,Black
5344,168338045,168338045-26776,45-64,Male,Black
5345,168461316,168461316-26975,25-44,Male,Black
5346,168608859,168608859-26611,25-44,Male,Black
5347,168608859,168608859-26765,18-24,Male,Black
5348,169103887,169103887-26715,25-44,Male,Black
5349,169340774,169340774-26693,25-44,Male,Black
5350,169680755,169680755-26658,18-24,Male,Black Hispanic
5351,170014773,170014773-26692,18-24,Male,Black
5352,170634286,170634286-26723,45-64,Male,Black Hispanic
5353,171254026,171254026-26992,18-24,Male,Black
5354,171826203,171826203-26817,25-44,Male,Black
5355,172026679,172026679-26815,18-24,Male,Black
5356,172712527,172712527-26917,25-44,Male,White Hispanic
5357,172795957,172795957-27172,25-44,Male,Black
5358,173661540,173661540-26924,25-44,Male,Black
5359,174159493,174159493-26958,18-24,Male,Black
5360,174405030,174405030-1,18-24,Male,White Hispanic
5361,174405030,174405030-2,18-24,Male,White Hispanic
5362,174405030,174405030-3,18-24,Male,Black
5363,174405030,174405030-4,18-24,Male,Black
5364,174405030,174405030-5,18-24,Male,White Hispanic
5365,174579538,174579538-27007,18-24,Male,Black Hispanic
5366,175444214,175444214-27283,25-44,Male,Black
5367,178203197,178203197-27067,18-24,Male,Black
5368,178203198,178203198-27068,25-44,Female,White Hispanic
5369,183190791,183190791-27197,25-44,Male,White Hispanic
5370,183565220,183565220-27191,18-24,Male,Black
5371,184921285,184921285-27273,25-44,Male,Black
5372,185063609,185063609-27278,<18,Male,Black
5373,185246019,185246019-27334,25-44,Male,Black Hispanic
5374,186046951,186046951-1,25-44,Male,White Hispanic
5375,186047193,186047193-1,25-44,Male,Black
5376,186047193,186047193-27361,18-24,Male,Black
5377,186091850,186091850-27371,25-44,Male,Black
5378,186329309,186329309-27379,18-24,Male,White Hispanic
5379,187867631,187867631-1,25-44,Male,Black
5380,187954068,187954068-1,45-64,Male,Black Hispanic
5381,188524122,188524122-1,18-24,Male,Black
5382,188524122,188524122-3,18-24,Male,Black
5383,189136471,189136471-1,25-44,Male,Black Hispanic
5384,189435390,189435390-1,<18,Male,Black
5385,189435390,189435390-2,<18,Male,Black
5386,189437137,189437137-1,<18,Male,White Hispanic
5387,190144578,190144578-1,25-44,Male,Unknown
5388,190144578,190144578-2,45-64,Male,Asian / Pacific Islander
5389,190183452,190183452-1,<18,Female,White
5390,190183452,190183452-2,<18,Male,Black
5391,190467157,190467157-1,18-24,Male,Black
5392,192834302,192834302-1,25-44,Male,Black
5393,192834302,192834302-2,18-24,Male,Black
5394,193118593,193118593-1,18-24,Male,Black
5395,193118593,193118593-2,25-44,Male,White
5396,195102366,195102366-1,25-44,Male,Black
5397,195397264,195397264-1,25-44,Male,Black
5398,195440618,195440618-1,18-24,Male,Black
5399,195604250,195604250-1,25-44,Male,Black
5400,195854214,195854214-1,18-24,Male,Black
5401,196276908,196276908-1,18-24,Male,Black
5402,197293450,197293450-1,<18,Male,Black
5403,197475508,197475508-1,<18,Male,Black
5404,197953471,197953471-1,18-24,Male,Black
5405,197953471,197953471-2,<18,Male,Black
5406,199134403,199134403-1,45-64,Male,Black
5407,199401908,199401908-1,18-24,Male,White Hispanic
5408,199637606,199637606-1,18-24,Male,Unknown
5409,199637606,199637606-2,18-24,Male,White Hispanic
5410,200056610,200056610-1,<18,Male,Black
5411,200155465,200155465-1,18-24,Male,White Hispanic
5412,200209680,200209680-2,25-44,Male,Black
5413,200209680,200209680-4,25-44,Male,Black
5414,200263247,200263247-1,25-44,Male,Black
5415,200263247,200263247-2,25-44,Male,Black
5416,200263247,200263247-3,25-44,Male,Black
5417,200263247,200263247-4,25-44,Male,Black
5418,200263247,200263247-5,25-44,Male,Unknown
5419,202325345,202325345-1,25-44,Male,Black
5420,202566072,202566072-1,25-44,Male,Black
5421,202770947,202770947-1,18-24,Male,Black
5422,203041427,203041427-1,18-24,Male,Black
5423,203348700,203348700-1,25-44,Male,Black
5424,203676928,203676928-1,45-64,Male,Black
5425,203676928,203676928-2,25-44,Male,Black
5426,203676931,203676931-1,25-44,Male,White Hispanic
5427,204154391,204154391-1,18-24,Male,White Hispanic
5428,205124100,205124100-1,18-24,Male,Black
5429,206570260,206570260-1,25-44,Male,Unknown
5430,206570261,206570261-2,18-24,Male,Black
5431,207868258,207868258-1,65+,Male,White Hispanic
5432,208008880,208008880-1,18-24,Male,Black
5433,208437740,208437740-1,25-44,Male,White Hispanic
5434,209747701,209747701-1,45-64,Male,Black
5435,210025100,210025100-1,18-24,Male,Black
5436,212336415,212336415-1,18-24,Male,Black
5437,213188078,213188078-1,25-44,Female,Black
5438,213499948,213499948-1,25-44,Male,Black Hispanic
5439,213943826,213943826-1,25-44,Male,Black
5440,214183639,214183639-1,18-24,Male,Black
5441,214215423,214215423-1,25-44,Male,White Hispanic
5442,214215424,214215424-1,18-24,Male,Black
5443,214215424,214215424-2,18-24,Male,Black
5444,214693510,214693510-1,18-24,Male,Black
5445,214693787,214693787-1,25-44,Male,White Hispanic
5446,214729488,214729488-1,25-44,Male,White Hispanic
5447,214778542,214778542-1,18-24,Male,Black Hispanic
5448,214778542,214778542-2,18-24,Male,White Hispanic
5449,215223443,215223443-1,25-44,Male,White Hispanic
5450,215223443,215223443-2,25-44,Male,Black Hispanic
5451,215223443,215223443-3,25-44,Male,Black Hispanic
5452,215223443,215223443-4,45-64,Male,Black Hispanic
5453,215226536,215226536-1,18-24,Male,Black
5454,215226536,215226536-2,18-24,Male,Black
5455,215303002,215303002-1,18-24,Male,Black
5456,215536323,215536323-1,25-44,Male,Black
5457,215767017,215767017-1,25-44,Male,Black
5458,216055254,216055254-1,<18,Male,Black Hispanic
5459,216055254,216055254-2,18-24,Male,Black Hispanic
5460,216157556,216157556-1,25-44,Male,Black
5461,216355701,216355701-1,25-44,Male,Black
5462,216922895,216922895-1,18-24,Male,Black
5463,216930291,216930291-1,18-24,Male,Black
5464,216930291,216930291-2,18-24,Male,Black
5465,216930291,216930291-3,25-44,Male,Black
5466,217076772,217076772-1,18-24,Female,Black
5467,217220150,217220150-1,25-44,Male,Black
5468,218116166,218116166-1,45-64,Male,Black
5469,218513676,218513676-1,25-44,Male,Black
5470,219604251,219604251-1,25-44,Male,Black
5471,219811966,219811966-1,25-44,Male,Black
5472,219862699,219862699-1,25-44,Male,Black
5473,219862699,219862699-2,25-44,Male,Black
5474,220116256,220116256-1,25-44,Male,Black
5475,221490196,221490196-1,18-24,Male,Black
5476,221490196,221490196-2,25-44,Male,Black
5477,222075197,222075197-1,18-24,Male,White Hispanic
5478,222286863,222286863-1,25-44,Male,Black Hispanic
5479,222286863,222286863-2,18-24,Male,Black Hispanic
5480,222563766,222563766-1,18-24,Male,Black
5481,222563766,222563766-2,18-24,Male,Black
5482,222563766,222563766-3,18-24,Male,Black
5483,223046900,223046900-1,18-24,Male,Black
5484,223198985,223198985-1,18-24,Male,Black
5485,223505524,223505524-1,<18,Male,Black Hispanic
5486,223827860,223827860-1,18-24,Male,Black
5487,224354730,224354730-1,25-44,Male,White Hispanic
5488,224354730,224354730-2,25-44,Male,Black Hispanic
5489,225620486,225620486-1,25-44,Male,Black
5490,225620486,225620486-2,25-44,Male,Black
5491,225934384,225934384-1,<18,Male,White Hispanic
5492,226323779,226323779-2,25-44,Male,Black
5493,226705490,226705490-1,45-64,Male,Black
5494,226949679,226949679-1,18-24,Male,Black
5495,227000638,227000638-1,25-44,Male,Black
5496,227089749,227089749-1,25-44,Male,Black Hispanic
5497,227509416,227509416-1,25-44,Male,Black
5498,227509416,227509416-2,18-24,Male,Black
5499,227647468,227647468-1,18-24,Male,Black
5500,227987579,227987579-1,25-44,Male,Black
5501,228258633,228258633-1,25-44,Male,Black
5502,228258633,228258633-2,25-44,Female,Black
5503,228262994,228262994-1,18-24,Male,Black
5504,228587380,228587380-1,25-44,Male,Black Hispanic
5505,228672737,228672737-1,18-24,Male,Black
5506,228672737,228672737-2,<18,Male,Black
5507,228672737,228672737-3,<18,Male,Black
5508,228672737,228672737-4,18-24,Male,Black Hispanic
5509,228672737,228672737-5,18-24,Male,Black
5510,229514433,229514433-1,25-44,Male,Black
5511,229700090,229700090-1,25-44,Male,White Hispanic
5512,229822599,229822599-1,18-24,Male,White Hispanic
5513,229822599,229822599-2,18-24,Male,White Hispanic
5514,229826459,229826459-1,45-64,Male,Black
5515,230015421,230015421-1,18-24,Male,Black
5516,230015421,230015421-2,18-24,Male,Black
5517,230448646,230448646-1,25-44,Male,Black
5518,230482152,230482152-1,18-24,Male,Black
5519,230788300,230788300-1,25-44,Male,Black
5520,231008085,231008085-1,45-64,Male,Asian / Pacific Islander
5521,231133996,231133996-2,18-24,Male,Black
5522,231133996,231133996-3,18-24,Male,Black
5523,47515487,47515487-26450,25-44,Male,Black Hispanic
5524,47515487,47515487-26451,25-44,Female,Black Hispanic
5525,47515487,47515487-26472,25-44,Male,White Hispanic
5526,47792597,47792597-14960,18-24,Male,Black
5527,47916280,47916280-14846,Unknown,Unknown,Unknown
5528,48006250,48006250-14871,Unknown,Unknown,Unknown
5529,48066961,48066961-14891,Unknown,Unknown,Unknown
5530,48344583,48344583-14943,18-24,Male,Black
5531,48344583,48344583-15445,18-24,Male,Black
5532,48480867,48480867-14969,18-24,Male,White Hispanic
5533,49194497,49194497-15006,Unknown,Unknown,Unknown
